timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [1000 mb],Basel Temperature [850 mb],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20140917T2100,22.850529,24.72,12.38,66.0,1.835647,281.30994
20140917T2200,22.360529,24.78,12.46,69.0,2.2768397,288.43497
20140917T2300,21.680529,24.29,12.74,74.0,2.8799999,270.0
20140918T0000,21.31053,23.74,12.66,74.0,3.7585104,253.30075
20140918T0100,20.70053,23.15,12.76,71.0,3.6,216.8699
20140918T0200,20.23053,22.5,12.86,67.0,5.04,180.0
20140918T0300,19.72053,22.18,12.96,68.0,4.0249224,153.43495
20140918T0400,19.410528,21.9,12.97,70.0,3.8939953,123.69006
20140918T0500,19.15053,21.49,12.91,71.0,3.8939953,123.69006
20140918T0600,18.610529,21.19,12.92,75.0,4.6800003,112.61986
20140918T0700,18.250528,20.85,12.96,76.0,3.8939953,123.69006
20140918T0800,18.23053,20.51,12.87,75.0,3.6,126.869896
20140918T0900,18.82053,20.29,12.79,76.0,5.495161,121.6075
20140918T1000,20.56053,20.93,12.73,72.0,5.6233797,129.80557
20140918T1100,22.14053,22.14,12.61,66.0,1.5273507,135.0
20140918T1200,23.45053,23.35,12.14,61.0,10.829959,285.42218
20140918T1300,22.06053,22.1,12.35,66.0,16.267857,294.8637
20140918T1400,23.70053,23.77,13.38,58.0,3.6,53.130096
20140918T1500,24.520529,24.71,13.81,55.0,6.638072,40.601288
20140918T1600,25.32053,25.39,13.8,51.0,6.297428,30.963745
20140918T1700,25.57053,25.85,13.77,51.0,3.9763298,84.805565
20140918T1800,25.32053,25.95,14.07,52.0,5.00128,120.25643
20140918T1900,24.73053,25.83,13.62,61.0,2.5455842,278.1301
20140918T2000,23.930529,25.54,13.21,60.0,6.489992,326.30994
20140918T2100,22.660528,24.54,12.83,66.0,6.849467,356.98724
20140918T2200,21.80053,24.45,12.84,71.0,2.2768397,341.56506
20140918T2300,21.29053,23.86,12.99,74.0,2.3051248,231.3402
20140919T0000,21.350529,23.17,13.25,73.0,3.8268526,221.18593
20140919T0100,20.580528,22.3,13.19,73.0,7.5685663,267.27368
20140919T0200,18.48053,20.5,13.52,82.0,10.163227,247.0679
20140919T0300,17.79053,20.71,12.81,85.0,7.653705,221.18593
20140919T0400,17.860529,20.54,12.27,83.0,3.7585104,196.69925
20140919T0500,17.580528,19.78,12.74,83.0,3.8268526,138.81407
20140919T0600,17.55053,19.83,12.79,83.0,5.692099,124.69515
20140919T0700,17.45053,20.48,12.52,84.0,6.6087217,119.35774
20140919T0800,17.510529,20.57,12.49,83.0,7.24486,116.56505
20140919T0900,18.15053,21.07,12.69,84.0,6.9527545,111.2505
20140919T1000,20.830528,21.55,12.84,78.0,10.24578,108.434944
20140919T1100,22.81053,22.9,12.85,68.0,11.726277,107.87869
20140919T1200,23.31053,23.96,12.83,63.0,7.2,126.869896
20140919T1300,23.680529,24.16,12.59,61.0,5.8048253,277.125
20140919T1400,24.90053,24.71,13.45,52.0,10.587918,305.31122
20140919T1500,25.30053,25.0,12.46,51.0,19.201874,300.41107
20140919T1600,23.090528,23.54,12.49,59.0,19.652176,298.44293
20140919T1700,22.06053,22.31,12.94,68.0,17.974781,302.73523
20140919T1800,20.40053,20.68,12.13,78.0,14.168641,297.2161
20140919T1900,19.920528,20.33,12.5,82.0,6.6185193,337.61987
20140919T2000,19.350529,20.12,12.58,85.0,2.52,89.99999
20140919T2100,18.82053,20.15,12.83,87.0,9.957108,139.39871
20140919T2200,18.32053,20.14,12.55,87.0,10.703569,132.27368
20140919T2300,17.79053,19.97,12.77,87.0,9.673221,135.0
20140920T0000,17.740528,19.71,12.72,86.0,7.7043357,127.40535
20140920T0100,16.55053,19.85,12.48,96.0,7.8954163,114.22774
20140920T0200,16.87053,19.69,12.04,94.0,7.8954163,114.22774
20140920T0300,17.100529,19.77,11.33,92.0,6.8777895,132.8789
20140920T0400,16.940529,19.92,11.03,91.0,5.6920996,108.434944
20140920T0500,16.90053,19.67,10.96,90.0,6.489992,109.44003
20140920T0600,17.12053,19.67,10.85,87.0,5.95906,115.01689
20140920T0700,17.020529,19.79,10.39,87.0,5.6920996,108.434944
20140920T0800,17.160528,19.68,10.52,85.0,5.5887027,104.93142
20140920T0900,17.910528,19.4,10.37,86.0,6.638072,102.52881
20140920T1000,19.260529,19.68,10.7,82.0,4.2136917,109.9831
20140920T1100,21.240528,21.07,11.03,75.0,4.1046314,254.74487
20140920T1200,21.55053,21.81,10.77,70.0,4.198285,239.03624
20140920T1300,21.80053,22.01,11.01,67.0,2.5455842,261.8699
20140920T1400,22.37053,21.91,11.08,62.0,9.3876505,274.3987
20140920T1500,22.65053,22.17,11.62,61.0,10.787993,244.29004
20140920T1600,23.170528,22.84,11.56,58.0,10.966713,246.8014
20140920T1700,23.39053,23.32,11.26,56.0,12.605142,268.36343
20140920T1800,22.770529,23.26,10.88,58.0,10.829959,285.42218
20140920T1900,21.79053,22.89,10.69,63.0,9.983106,295.64102
20140920T2000,20.520529,22.33,10.99,70.0,7.628263,289.29004
20140920T2100,20.07053,21.91,10.56,73.0,5.0528407,265.91437
20140920T2200,19.63053,21.51,10.47,72.0,5.8048253,209.74489
20140920T2300,18.48053,21.25,10.57,77.0,7.289444,200.22485
20140921T0000,17.530529,21.21,10.54,82.0,7.771331,193.3925
20140921T0100,17.04053,21.0,10.32,86.0,7.42159,194.03624
20140921T0200,17.07053,20.02,10.09,87.0,7.289445,212.90524
20140921T0300,16.72053,20.15,10.39,83.0,6.379216,196.38954
20140921T0400,15.340529,20.18,10.33,84.0,6.638072,192.52881
20140921T0500,14.470529,18.71,10.6,85.0,6.9899354,191.88866
20140921T0600,14.010529,18.68,10.34,83.0,7.208994,182.86241
20140921T0700,13.860529,18.81,10.26,83.0,6.12,180.0
20140921T0800,13.970529,18.76,10.04,84.0,5.4119864,183.81407
20140921T0900,15.710529,18.63,9.88,85.0,2.2768397,161.56505
20140921T1000,18.79053,19.35,9.73,79.0,2.6208394,254.0546
20140921T1100,21.410528,21.36,9.64,68.0,9.36,270.0
20140921T1200,21.12053,21.65,9.06,61.0,17.81909,261.8699
20140921T1300,22.110529,21.77,9.29,57.0,18.72346,268.89832
20140921T1400,20.000528,20.28,9.38,68.0,16.965895,287.2815
20140921T1500,20.110529,20.39,9.22,65.0,15.542662,283.39252
20140921T1600,19.660528,20.07,9.07,65.0,17.651016,281.7683
20140921T1700,18.05053,18.52,9.15,78.0,12.24,270.0
20140921T1800,18.580528,19.19,8.82,74.0,14.759999,270.0
20140921T1900,18.13053,18.89,8.65,75.0,14.205182,278.74615
20140921T2000,14.670529,14.45,8.62,91.0,19.8,360.0
20140921T2100,12.460529,13.12,7.78,93.0,4.68,270.0
20140921T2200,13.230529,14.35,7.44,89.0,10.464797,206.56505
20140921T2300,13.960529,14.57,7.31,88.0,15.141414,288.00415
20140922T0000,14.120529,14.79,7.1,88.0,17.566378,315.83032
20140922T0100,13.080529,13.87,6.75,93.0,18.043148,331.38956
20140922T0200,12.400529,13.49,6.37,93.0,16.595179,335.65894
20140922T0300,11.900529,13.25,5.87,93.0,14.007655,334.0935
20140922T0400,11.710529,13.2,5.65,94.0,12.181624,325.84033
20140922T0500,11.150529,12.49,5.24,95.0,11.592895,334.23068
20140922T0600,10.530529,11.67,4.0,94.0,11.440979,335.85446
20140922T0700,9.790529,10.94,3.78,96.0,9.83268,336.25052
20140922T0800,9.630529,10.67,3.29,95.0,7.7043357,322.59467
20140922T0900,10.890529,10.82,3.51,91.0,8.534353,332.35403
20140922T1000,11.990529,11.42,3.46,84.0,10.1887,327.99463
20140922T1100,13.210529,12.47,3.28,76.0,9.931042,316.4688
20140922T1200,14.410529,13.58,3.42,70.0,10.799999,323.13013
20140922T1300,15.460529,14.61,3.78,64.0,13.281023,327.17145
20140922T1400,16.610529,15.6,3.49,57.0,14.57889,327.0948
20140922T1500,16.340528,15.82,4.02,59.0,13.551501,320.38934
20140922T1600,16.360529,16.03,4.28,62.0,15.141414,331.607
20140922T1700,16.510529,16.1,3.7,55.0,19.137648,343.61047
20140922T1800,15.930529,15.9,3.74,49.0,18.388212,336.94873
20140922T1900,14.950529,15.27,2.91,58.0,18.430452,347.5926
20140922T2000,13.730529,14.61,2.77,63.0,13.004921,355.23636
20140922T2100,12.410529,14.05,2.6,70.0,7.5942073,354.5597
20140922T2200,11.760529,13.54,2.33,74.0,2.5959969,326.30994
20140922T2300,11.310529,12.89,2.22,76.0,2.16,360.0
20140923T0000,10.680529,12.58,1.69,79.0,3.8773184,68.19859
20140923T0100,10.090529,12.22,1.59,80.0,6.519877,96.34019
20140923T0200,8.920529,10.95,1.45,81.0,7.5942073,84.55967
20140923T0300,7.9805284,10.56,1.28,82.0,7.5685663,92.72631
20140923T0400,7.5605288,10.64,1.14,87.0,6.725354,105.5241
20140923T0500,6.9205284,10.35,1.36,91.0,8.311245,107.650116
20140923T0600,6.4305286,9.51,1.91,88.0,9.6932955,105.06849
20140923T0700,6.6005287,8.74,2.87,85.0,11.620809,106.1892
20140923T0800,7.0505285,8.2,3.33,82.0,12.413476,106.8584
20140923T0900,8.410529,8.34,3.95,79.0,13.556282,100.71312
20140923T1000,10.680529,10.28,4.56,73.0,15.124284,91.36392
20140923T1100,12.790529,12.22,5.28,62.0,18.0,89.99999
20140923T1200,14.350529,13.65,5.87,55.0,17.698677,85.33313
20140923T1300,15.820529,15.09,6.69,50.0,15.273505,81.869896
20140923T1400,18.39053,17.8,6.68,45.0,8.473393,77.73522
20140923T1500,19.20053,18.68,6.71,43.0,9.826088,81.57303
20140923T1600,19.610529,19.25,6.9,42.0,10.1376915,83.8845
20140923T1700,19.520529,19.43,7.13,42.0,9.36,89.99999
20140923T1800,18.87053,19.12,7.22,45.0,7.968939,108.434944
20140923T1900,17.30053,18.16,7.26,54.0,6.989936,124.508514
20140923T2000,15.580529,17.14,7.19,60.0,5.904439,142.4314
20140923T2100,13.670529,16.06,7.15,65.0,6.439876,153.43495
20140923T2200,12.500529,15.05,7.5,65.0,6.297428,149.03624
20140923T2300,11.410529,14.24,7.81,66.0,5.904439,142.4314
20140924T0000,10.100529,13.09,7.97,71.0,7.145796,139.08562
20140924T0100,9.370529,12.27,8.84,73.0,8.669949,131.63353
20140924T0200,8.670529,12.0,9.1,75.0,9.422101,133.45184
20140924T0300,8.600529,11.73,9.16,77.0,10.691453,135.0
20140924T0400,8.740529,11.8,8.95,75.0,10.383987,123.69006
20140924T0500,7.8905287,11.96,9.48,77.0,10.00256,120.25643
20140924T0600,6.7205286,11.58,9.74,83.0,6.489992,109.44003
20140924T0700,6.4105287,10.68,9.3,85.0,5.815978,111.80141
20140924T0800,7.4305286,10.81,8.76,82.0,7.42159,104.03624
20140924T0900,9.210529,11.39,8.74,81.0,6.5693827,99.46232
20140924T1000,12.240529,12.47,8.84,68.0,6.638072,102.52881
20140924T1100,14.330529,14.18,9.04,62.0,2.9024127,97.125015
20140924T1200,16.360529,16.1,9.06,60.0,1.08,270.0
20140924T1300,19.05053,18.82,8.54,56.0,7.42159,284.03625
20140924T1400,20.05053,19.66,8.97,49.0,18.782204,282.17145
20140924T1500,20.420528,20.11,8.91,49.0,20.774214,278.97263
20140924T1600,19.32053,19.88,8.33,54.0,16.93531,267.56335
20140924T1700,18.63053,19.37,8.03,58.0,15.141414,251.99585
20140924T1800,17.080528,17.81,7.84,65.0,14.658676,245.32315
20140924T1900,16.47053,17.75,7.87,71.0,11.246759,230.19443
20140924T2000,15.810529,17.89,7.64,73.0,9.290511,215.53769
20140924T2100,15.380529,18.1,7.28,74.0,7.9932966,234.16235
20140924T2200,15.750529,17.38,7.74,69.0,10.990322,238.3925
20140924T2300,15.510529,17.03,7.12,70.0,13.854155,245.43283
20140925T0000,14.570529,16.3,6.24,74.0,14.685176,258.69006
20140925T0100,13.270529,15.62,6.0,78.0,11.966954,254.29138
20140925T0200,13.570529,15.68,5.75,74.0,7.342588,258.69006
20140925T0300,13.710529,14.95,5.22,71.0,7.5685663,244.65384
20140925T0400,13.160529,14.82,4.86,73.0,7.8625183,254.0546
20140925T0500,13.120529,14.37,4.26,72.0,6.162207,263.29016
20140925T0600,12.870529,13.74,4.32,73.0,7.2,270.0
20140925T0700,12.080529,13.04,4.04,76.0,9.007196,272.29062
20140925T0800,11.860529,12.55,3.6,81.0,6.8399997,270.0
20140925T0900,12.780529,12.83,3.54,79.0,7.0911775,293.9625
20140925T1000,13.120529,13.05,3.55,80.0,10.296251,323.53076
20140925T1100,13.190529,12.88,3.63,79.0,8.699793,335.55603
20140925T1200,14.240529,13.38,3.76,72.0,6.3690495,312.7094
20140925T1300,15.290529,14.29,3.95,67.0,5.315336,298.30078
20140925T1400,16.55053,15.48,4.12,61.0,8.435069,320.19443
20140925T1500,16.62053,15.99,4.57,59.0,8.714677,321.70984
20140925T1600,17.31053,16.5,5.1,56.0,8.435069,320.19443
20140925T1700,17.410528,16.85,5.5,54.0,8.217153,331.1892
20140925T1800,17.13053,16.91,5.71,55.0,8.766573,340.82098
20140925T1900,16.37053,16.81,5.61,59.0,7.771331,346.6075
20140925T2000,15.760529,16.63,5.67,60.0,5.0911684,351.8699
20140925T2100,14.710529,16.09,5.72,65.0,2.5455842,8.130096
20140925T2200,14.190529,15.48,5.68,66.0,1.609969,116.56505
20140925T2300,13.340529,14.92,5.65,70.0,2.0364676,135.0
20140926T0000,12.570529,13.99,5.62,73.0,2.5959969,146.30994
20140926T0100,12.040529,13.28,5.67,75.0,2.9024127,150.25511
20140926T0200,11.630529,12.79,5.88,77.0,3.0758414,159.44395
20140926T0300,11.180529,12.4,6.1,78.0,4.1046314,142.12502
20140926T0400,10.710529,12.14,6.41,79.0,4.198285,149.03624
20140926T0500,10.350529,11.91,6.66,80.0,4.0249224,153.43495
20140926T0600,10.100529,11.68,6.69,80.0,4.198285,149.03624
20140926T0700,9.930529,11.61,6.78,81.0,4.3498964,155.55605
20140926T0800,10.200529,11.7,7.16,80.0,3.671294,168.69006
20140926T0900,11.000529,11.87,7.35,80.0,1.8,126.869896
20140926T1000,12.710529,12.49,7.38,74.0,1.8,89.99999
20140926T1100,14.510529,13.72,7.73,67.0,1.835647,78.69006
20140926T1200,16.20053,15.29,8.14,60.0,1.609969,333.43497
20140926T1300,17.410528,16.36,8.65,55.0,2.2768397,341.56506
20140926T1400,18.57053,17.51,10.54,52.0,5.937272,345.96375
20140926T1500,19.610529,18.64,10.85,45.0,7.628263,340.70996
20140926T1600,20.110529,19.34,11.06,43.0,8.534353,332.35403
20140926T1700,20.180529,19.68,11.28,43.0,9.659814,333.43497
20140926T1800,19.860529,19.75,11.38,43.0,9.659814,333.43497
20140926T1900,18.73053,19.42,11.31,48.0,8.39657,329.03625
20140926T2000,17.780529,18.9,11.28,50.0,8.217153,331.1892
20140926T2100,16.850529,18.55,11.27,49.0,5.1165614,320.7106
20140926T2200,16.020529,17.9,11.2,54.0,2.52,270.0
20140926T2300,15.440529,16.37,11.11,57.0,1.609969,243.43495
20140927T0000,14.8005295,15.65,10.75,58.0,1.5273507,135.0
20140927T0100,13.920529,15.53,10.68,63.0,4.3498964,114.44395
20140927T0200,13.280529,15.22,11.2,66.0,4.6800003,112.61986
20140927T0300,12.610529,14.98,11.58,66.0,4.3498964,114.44395
20140927T0400,11.750529,14.51,12.09,65.0,3.8939953,123.69006
20140927T0500,11.220529,13.97,12.37,67.0,4.5820518,135.0
20140927T0600,11.000529,13.34,12.54,69.0,4.8433046,138.01279
20140927T0700,10.890529,12.87,12.41,71.0,5.6233797,140.19443
20140927T0800,11.060529,12.44,12.26,72.0,5.1165614,140.71059
20140927T0900,11.820529,12.66,12.24,73.0,2.16,180.0
20140927T1000,13.5505295,13.52,12.38,71.0,0.5091169,135.0
20140927T1100,15.500529,14.72,12.59,69.0,3.0547013,44.999985
20140927T1200,17.40053,16.48,12.85,66.0,5.00128,30.256424
20140927T1300,19.160528,18.08,13.1,62.0,6.162207,6.7098236
20140927T1400,20.54053,19.48,11.91,59.0,5.506941,11.309921
20140927T1500,21.29053,20.3,12.0,58.0,5.0528407,4.085617
20140927T1600,21.72053,20.93,12.09,57.0,4.0249224,10.30484
20140927T1700,22.110529,21.6,12.1,58.0,3.096837,54.46232
20140927T1800,22.270529,22.2,11.98,59.0,3.96,89.99999
20140927T1900,21.97053,22.37,11.93,60.0,5.315336,118.30075
20140927T2000,19.990528,21.41,12.31,67.0,10.1887,122.00538
20140927T2100,17.740528,20.14,12.76,76.0,10.630672,118.30075
20140927T2200,16.57053,18.8,13.35,81.0,10.315115,119.248825
20140927T2300,15.440529,17.66,13.88,85.0,10.383987,123.69006
20140928T0000,15.040529,16.94,14.27,85.0,11.304229,127.23483
20140928T0100,14.720529,16.36,14.43,85.0,11.988594,131.34778
20140928T0200,14.410529,15.99,14.5,85.0,12.261157,130.23636
20140928T0300,14.290529,15.64,14.26,85.0,12.538134,129.17365
20140928T0400,14.030529,15.53,14.64,85.0,12.287555,121.82744
20140928T0500,13.820529,15.72,14.48,84.0,11.119281,119.054596
20140928T0600,12.400529,15.53,14.29,88.0,9.504273,114.623566
20140928T0700,11.320529,15.03,13.86,90.0,9.178235,115.55997
20140928T0800,11.160529,14.45,13.61,90.0,9.693296,121.32869
20140928T0900,12.620529,14.42,13.37,88.0,9.504273,114.623566
20140928T1000,15.170529,15.09,13.16,79.0,10.163227,112.9321
20140928T1100,17.240528,16.45,13.01,73.0,7.289444,110.22486
20140928T1200,19.110529,18.25,13.14,68.0,2.5455842,98.1301
20140928T1300,21.04053,20.15,13.51,62.0,2.16,360.0
20140928T1400,22.520529,21.76,13.24,58.0,5.1919937,303.69006
20140928T1500,23.81053,23.14,13.26,52.0,6.297428,300.96375
20140928T1600,24.38053,23.86,13.31,48.0,6.989936,304.50854
20140928T1700,24.350529,24.05,13.26,48.0,5.6002855,315.0
20140928T1800,23.930529,23.99,13.21,51.0,3.319036,319.3987
20140928T1900,23.40053,23.86,13.3,52.0,0.71999997,180.0
20140928T2000,22.65053,23.73,13.4,53.0,3.6179552,174.28941
20140928T2100,21.45053,23.48,13.48,56.0,4.73506,171.25385
20140928T2200,20.180529,22.88,13.62,57.0,5.2416787,164.0546
20140928T2300,19.05053,22.1,13.63,58.0,5.00128,149.74356
20140929T0000,18.37053,21.49,13.58,62.0,5.315336,151.69923
20140929T0100,17.88053,20.95,13.16,68.0,5.634891,153.43495
20140929T0200,17.72053,21.02,12.58,65.0,6.1094027,135.0
20140929T0300,17.250528,19.15,11.93,61.0,3.8939953,146.30994
20140929T0400,16.830528,18.45,11.76,61.0,3.396233,147.99461
20140929T0500,16.750528,18.18,11.67,62.0,5.8603754,132.51044
20140929T0600,16.830528,18.43,11.44,62.0,6.9153743,128.6598
20140929T0700,16.65053,18.8,11.57,66.0,7.10031,120.465546
20140929T0800,15.940529,19.07,11.62,71.0,6.9527545,111.2505
20140929T0900,15.840529,19.31,11.66,75.0,7.9932976,97.76516
20140929T1000,17.610529,19.76,12.08,76.0,9.422101,96.58194
20140929T1100,20.23053,20.29,12.03,69.0,10.105681,94.08562
20140929T1200,22.410528,21.68,12.0,62.0,10.1376915,96.1155
20140929T1300,23.750528,22.98,11.94,55.0,6.489992,93.179825
20140929T1400,23.63053,22.84,12.04,50.0,4.3349743,311.63354
20140929T1500,24.330528,23.65,12.0,48.0,6.489992,303.69006
20140929T1600,24.690529,24.08,11.86,46.0,9.511088,299.4759
20140929T1700,23.98053,23.76,11.76,48.0,13.202726,295.86633
20140929T1800,23.04053,23.22,11.85,50.0,12.979984,289.44003
20140929T1900,21.22053,21.9,11.39,59.0,15.379206,286.31384
20140929T2000,19.37053,20.42,10.88,67.0,11.620809,286.1892
20140929T2100,18.80053,20.93,10.76,73.0,6.763786,244.79889
20140929T2200,18.65053,19.94,10.65,74.0,6.151683,249.44395
20140929T2300,18.31053,19.82,10.55,74.0,5.95906,244.98311
20140930T0000,17.940529,19.61,10.55,73.0,4.3349743,228.36647
20140930T0100,17.600529,19.47,10.82,74.0,2.968636,194.03624
20140930T0200,17.45053,19.09,10.49,74.0,3.4152596,161.56505
20140930T0300,17.48053,18.57,10.16,74.0,4.0249224,153.43495
20140930T0400,17.14053,18.15,10.15,77.0,6.6185193,112.380135
20140930T0500,16.40053,17.9,9.69,81.0,7.172949,107.52557
20140930T0600,15.930529,17.88,9.74,82.0,7.771331,103.392494
20140930T0700,15.640529,17.67,9.99,83.0,6.6185193,112.380135
20140930T0800,15.530529,17.58,9.64,85.0,4.5536795,108.434944
20140930T0900,15.380529,17.04,9.24,88.0,0.8049845,153.43495
20140930T1000,15.870529,16.88,9.2,88.0,1.1384199,108.434944
20140930T1100,17.21053,17.04,9.3,83.0,0.8049845,116.56505
20140930T1200,19.37053,18.45,9.53,73.0,2.5455842,315.0
20140930T1300,19.90053,19.51,9.54,71.0,10.483357,285.9454
20140930T1400,21.000528,20.19,10.04,68.0,3.096837,305.5377
20140930T1500,21.29053,20.43,9.83,66.0,5.0911684,315.0
20140930T1600,21.270529,20.51,9.74,65.0,6.0347,287.35403
20140930T1700,21.190529,20.57,9.78,65.0,6.2145634,280.008
20140930T1800,20.89053,20.58,9.86,66.0,5.1544156,282.09476
20140930T1900,20.270529,20.43,9.92,69.0,3.2399998,270.0
20140930T2000,20.14053,20.25,9.93,68.0,2.968636,255.96376
20140930T2100,19.81053,20.02,9.93,69.0,1.08,270.0
20140930T2200,19.63053,19.88,9.92,69.0,2.16,89.99999
20140930T2300,19.21053,19.68,9.88,71.0,5.4119864,93.81408
20141001T0000,18.090528,19.16,9.86,78.0,6.5693827,99.46232
20141001T0100,17.40053,18.57,9.74,81.0,5.95906,115.01689
20141001T0200,16.98053,18.35,9.59,84.0,5.00128,120.25643
20141001T0300,16.82053,18.2,9.35,85.0,4.0249224,116.56505
20141001T0400,16.63053,17.74,9.04,86.0,2.7416782,113.19859
20141001T0500,16.360529,17.28,8.95,88.0,1.8,53.130096
20141001T0600,15.840529,16.72,9.15,90.0,2.8799999,360.0
20141001T0700,15.320529,16.17,8.97,93.0,2.6208394,344.0546
20141001T0800,15.190529,15.87,8.71,94.0,3.319036,319.3987
20141001T0900,16.13053,16.11,8.66,88.0,3.219938,333.43497
20141001T1000,17.55053,16.97,8.58,79.0,5.6920996,341.56506
20141001T1100,18.660528,17.74,8.56,73.0,8.311245,342.34988
20141001T1200,18.47053,17.91,8.43,73.0,9.227524,339.44397
20141001T1300,18.780529,18.19,8.47,71.0,8.225035,336.8014
20141001T1400,19.750528,18.6,8.96,69.0,2.4149535,26.565033
20141001T1500,20.440529,19.34,8.96,65.0,2.5959969,33.690063
20141001T1600,20.750528,19.84,8.87,61.0,2.8116899,50.194427
20141001T1700,20.73053,20.06,8.79,60.0,3.0547013,44.999985
20141001T1800,20.410528,20.1,8.8,60.0,2.9024127,60.25511
20141001T1900,19.670528,19.84,8.67,63.0,4.2136917,109.9831
20141001T2000,18.840528,19.35,8.71,68.0,6.8777895,137.1211
20141001T2100,17.54053,18.96,8.67,75.0,7.10031,149.53445
20141001T2200,16.63053,18.53,8.54,78.0,5.95906,154.98311
20141001T2300,15.850529,17.9,8.45,82.0,3.8939953,146.30994
20141002T0000,15.220529,17.23,8.36,84.0,4.6102495,141.34018
20141002T0100,14.610529,16.65,8.21,86.0,4.8433046,138.01279
20141002T0200,14.150529,16.12,8.23,85.0,5.3999996,126.869896
20141002T0300,13.780529,15.58,8.3,83.0,6.1305785,130.23636
20141002T0400,13.180529,14.8,8.21,83.0,6.9153743,128.6598
20141002T0500,12.720529,14.22,8.08,86.0,7.289445,122.90524
20141002T0600,12.730529,13.57,8.02,89.0,7.5942082,121.429565
20141002T0700,12.380529,13.1,8.02,93.0,7.9036193,120.06859
