location,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad
lat,17.39359,17.39359,17.39359,17.39359,17.39359,17.39359
lon,78.46420,78.46420,78.46420,78.46420,78.46420,78.46420
asl,521.600,521.600,521.600,521.600,521.600,521.600
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Hyderabad Temperature [2 m elevation corrected],Hyderabad Precipitation Total,Hyderabad Relative Humidity [2 m],Hyderabad Mean Sea Level Pressure [MSL],Hyderabad Wind Speed [10 m],Hyderabad Wind Gust
20211013T0800,26.1229,0.0,67.0,1008.7,6.725354,10.08
20211013T0900,28.1229,0.0,60.0,1009.1,8.0899935,9.36
20211013T1000,29.4029,0.0,53.0,1008.2,10.514218,10.799999
20211013T1100,30.3629,0.0,51.0,1007.1,11.885453,11.5199995
20211013T1200,31.1129,0.0,49.0,1006.1,12.4811535,13.32
20211013T1300,31.6729,0.0,46.0,1004.8,13.584932,13.32
20211013T1400,31.8829,0.0,45.0,1003.9,13.70839,13.32
20211013T1500,31.7429,0.0,45.0,1003.2,13.849477,12.599999
20211013T1600,31.332901,0.0,46.0,1003.7,12.979984,12.959999
20211013T1700,30.582901,0.0,48.0,1004.4,9.504272,11.159999
20211013T1800,29.0129,0.0,55.0,1005.1,8.0899935,14.04
20211013T1900,27.8129,0.0,62.0,1006.3,6.6185193,12.959999
20211013T2000,26.8029,0.0,67.0,1007.0,4.3498964,12.24
20211013T2100,26.0529,0.0,71.0,1008.0,3.7585104,11.879999
20211013T2200,25.5929,0.0,73.0,1007.5,3.8773184,10.08
20211013T2300,25.2629,0.0,74.0,1007.0,5.6002855,9.36
20200930T0000,23.5929,0.0,89.0,1007.2,8.089993,16.199999
20200930T0100,23.2729,0.0,90.0,1006.3,8.373386,16.919998
20200930T0200,22.8929,0.0,91.0,1005.7,8.373386,16.919998
20200930T0300,22.5529,0.0,91.0,1005.1,8.854829,17.64
20200930T0400,22.3029,0.0,92.0,1005.3,8.707237,18.0
20200930T0500,22.0729,0.0,92.0,1005.9,8.707237,18.359999
20200930T0600,22.082901,0.0,92.0,1006.4,10.630672,20.519999
20200930T0700,23.9129,0.0,85.0,1007.2,11.246759,19.8
20200930T0800,25.8529,0.0,77.0,1007.7,16.08761,18.72
20200930T0900,26.8029,0.1,72.0,1008.0,17.595861,21.599998
20200930T1000,27.1329,0.3,69.0,1007.6,18.35647,17.64
20200930T1100,27.3229,0.3,68.0,1006.9,18.678415,20.880001
20200930T1200,27.5029,0.2,68.0,1006.4,18.359999,19.08
20200930T1300,27.6829,0.1,67.0,1005.3,18.532135,19.44
20200930T1400,27.6329,0.2,67.0,1004.7,18.359999,20.16
20200930T1500,27.3929,0.3,68.0,1004.0,18.043148,20.16
20200930T1600,27.0329,0.3,69.0,1004.4,16.1198,19.08
20200930T1700,26.4029,0.8,77.0,1005.0,11.165805,16.919998
20200930T1800,25.8829,0.0,81.0,1005.5,7.5685663,14.759999
20200930T1900,25.5929,0.0,83.0,1006.3,6.489992,15.4800005
20200930T2000,25.3229,0.0,85.0,1006.7,6.1305785,15.119999
20200930T2100,25.0929,0.0,85.0,1007.3,6.1305785,15.84
20200930T2200,24.8029,0.0,86.0,1007.2,6.618519,17.28
20200930T2300,24.5029,0.0,86.0,1006.8,6.9153743,18.0
20201001T0000,24.1429,0.0,87.0,1006.6,7.9036193,19.08
20201001T0100,23.6629,0.0,89.0,1005.7,9.178235,20.519999
20201001T0200,23.3029,0.0,90.0,1005.1,10.30883,23.759998
20201001T0300,23.2329,0.0,88.0,1004.5,12.074766,25.199999
20201001T0400,23.3029,0.0,85.0,1005.1,12.594856,22.68
20201001T0500,23.1629,0.0,85.0,1005.8,13.324863,29.16
20201001T0600,22.9929,0.0,85.0,1006.3,14.565548,31.68
20201001T0700,23.9029,0.0,81.0,1007.4,17.309975,26.64
20201001T0800,25.8129,0.0,74.0,1007.8,20.390114,25.56
20201001T0900,27.2229,0.0,70.0,1008.3,21.758419,23.039999
20201001T1000,28.6929,0.0,65.0,1007.5,22.473343,21.96
20201001T1100,29.6829,0.0,60.0,1006.6,20.929594,21.599998
20201001T1200,30.1229,0.0,55.0,1006.0,19.721298,22.319998
20201001T1300,30.2729,0.0,54.0,1005.1,18.720001,21.599998
20201001T1400,30.0129,0.0,54.0,1004.7,19.008547,21.599998
20201001T1500,29.4829,0.0,56.0,1004.2,19.652176,22.68
20201001T1600,28.6429,0.2,58.0,1004.5,17.595861,21.24
20201001T1700,28.9129,0.0,57.0,1004.9,15.077082,22.319998
20201001T1800,27.832901,0.0,61.0,1005.6,11.792404,20.16
20201001T1900,26.9729,0.0,66.0,1006.6,10.587918,20.519999
20201001T2000,26.3029,0.0,70.0,1007.0,10.703569,21.96
20201001T2100,25.9029,0.0,73.0,1007.6,9.686609,22.319998
20201001T2200,25.4029,0.0,76.0,1007.4,9.387651,22.319998
20201001T2300,24.8229,0.0,79.0,1006.9,9.83268,24.84
20201002T0000,24.4029,0.0,81.0,1006.6,10.365251,25.919998
20201002T0100,24.1029,0.0,81.0,1006.0,11.631956,29.519999
20201002T0200,23.9229,0.0,79.0,1005.7,13.0447235,28.44
20201002T0300,23.6229,0.0,79.0,1005.4,14.77755,21.96
20201002T0400,23.2029,0.0,80.0,1005.8,15.408671,31.319998
20201002T0500,22.8529,0.0,81.0,1006.4,15.856354,31.68
20201002T0600,22.7129,0.0,82.0,1006.7,17.581125,22.68
20201002T0700,24.0429,0.0,78.0,1007.6,20.898613,28.08
20201002T0800,25.7929,0.0,72.0,1008.0,23.333443,24.119999
20201002T0900,27.5329,0.0,67.0,1008.4,21.817902,24.84
20201002T1000,29.2529,0.0,61.0,1007.7,21.470612,22.319998
20201002T1100,30.4929,0.0,55.0,1006.7,19.469976,21.96
20201002T1200,31.4429,0.0,47.0,1005.9,17.388409,20.519999
20201002T1300,31.9729,0.0,45.0,1004.9,16.595179,16.199999
20201002T1400,32.2229,0.0,43.0,1004.5,16.854767,16.56
20201002T1500,32.0629,0.0,42.0,1004.0,17.193533,16.56
20201002T1600,31.6329,0.0,43.0,1004.2,16.311613,16.56
20201002T1700,30.0129,0.0,50.0,1004.8,14.654254,18.72
20201002T1800,28.5929,0.0,57.0,1005.3,11.304229,22.68
20201002T1900,27.6129,0.0,61.0,1006.2,10.44,23.039999
20201002T2000,26.9329,0.0,63.0,1006.8,10.086427,22.319998
20201002T2100,26.4729,0.0,63.0,1007.4,9.19939,20.880001
20201002T2200,25.9829,0.0,65.0,1007.2,9.339208,21.24
20201002T2300,25.5229,0.0,66.0,1006.8,9.504273,21.599998
20201003T0000,25.0929,0.0,67.0,1006.7,10.163227,23.039999
20201003T0100,24.582901,0.0,69.0,1006.2,10.787993,25.199999
20201003T0200,24.1029,0.0,71.0,1005.9,11.119281,24.48
20201003T0300,23.7529,0.0,72.0,1005.4,11.681987,31.319998
20201003T0400,23.5729,0.0,72.0,1005.7,12.313894,28.08
20201003T0500,23.4829,0.0,72.0,1006.2,13.044722,28.8
20201003T0600,23.3129,0.0,73.0,1006.6,13.830749,24.119999
20201003T0700,24.1129,0.0,72.0,1007.5,15.273505,22.319998
20201003T0800,25.5029,0.0,69.0,1007.9,17.610588,22.68
20201003T0900,27.2229,0.0,65.0,1008.5,17.786331,21.24
20201003T1000,28.4729,0.0,62.0,1008.0,16.179987,18.72
20201003T1100,29.2329,0.0,60.0,1007.6,14.693999,17.28
20201003T1200,29.7029,0.0,57.0,1007.1,14.693999,17.28
20201003T1300,29.9029,0.0,55.0,1006.1,15.2947035,18.359999
20201003T1400,29.9429,0.0,52.0,1005.4,14.973577,16.919998
20201003T1500,29.6929,0.0,53.0,1004.8,13.202726,15.119999
20201003T1600,29.3929,0.0,56.0,1005.1,9.826088,13.679999
20201003T1700,30.6829,0.0,48.0,1005.5,13.53236,17.28
20201003T1800,29.5229,0.0,53.0,1006.3,10.086427,20.16
20201003T1900,28.7629,0.0,57.0,1007.2,9.178235,19.44
20201003T2000,28.2029,0.0,59.0,1007.6,8.942214,19.08
20201003T2100,27.7829,0.0,60.0,1008.0,8.714677,19.08
20201003T2200,27.3629,0.0,61.0,1007.8,8.714677,19.44
20201003T2300,26.9629,0.0,62.0,1007.7,8.78872,17.28
20201004T0000,26.6029,0.0,64.0,1007.8,8.217153,18.0
20201004T0100,26.1429,0.0,65.0,1007.1,8.699793,18.359999
20201004T0200,25.5229,0.0,67.0,1006.6,9.178235,19.44
20201004T0300,24.8029,0.0,70.0,1006.2,9.693296,20.880001
20201004T0400,24.1029,0.0,72.0,1006.8,10.24578,20.880001
20201004T0500,23.4329,0.0,75.0,1007.6,11.043261,19.8
20201004T0600,22.9429,0.0,78.0,1008.2,12.413476,19.08
20201004T0700,24.5329,0.0,73.0,1009.0,12.879752,18.72
20201004T0800,26.8829,0.0,63.0,1009.4,14.773164,20.519999
20201004T0900,29.1929,0.0,52.0,1009.7,16.923828,21.599998
20201004T1000,30.8429,0.0,43.0,1008.9,19.386593,24.84
20201004T1100,31.8129,0.0,38.0,1007.9,20.858265,23.759998
20201004T1200,32.3829,0.0,35.0,1007.1,22.314194,22.319998
20201004T1300,32.4229,0.0,34.0,1006.0,22.206486,21.96
20201004T1400,32.3629,0.0,35.0,1005.3,21.746502,22.68
20201004T1500,32.0929,0.0,36.0,1004.5,21.194187,22.68
20201004T1600,31.7429,0.0,37.0,1004.7,19.05281,21.96
20201004T1700,29.2229,0.0,54.0,1006.0,13.104198,21.24
20201004T1800,28.4429,0.0,57.0,1006.6,9.178235,18.0
20201004T1900,28.082901,0.0,59.0,1007.4,7.7043357,18.0
20201004T2000,27.7729,0.0,60.0,1007.8,7.10031,18.359999
20201004T2100,27.3729,0.0,61.0,1008.4,7.42159,18.359999
20201004T2200,26.6029,0.0,63.0,1008.2,8.654986,20.16
20201004T2300,25.8429,0.0,66.0,1007.9,9.449572,23.039999
20201005T0000,25.3829,0.0,67.0,1007.7,9.693296,23.039999
20201005T0100,24.9729,0.0,66.0,1007.0,10.630672,25.56
20201005T0200,24.5129,0.0,65.0,1006.6,11.681987,23.039999
20201005T0300,23.7929,0.0,66.0,1006.3,12.538134,24.119999
20201005T0400,23.0029,0.0,68.0,1006.9,11.988594,29.519999
20201005T0500,22.2629,0.0,70.0,1007.7,12.031756,21.24
20201005T0600,21.7329,0.0,73.0,1008.2,12.783802,21.599998
20201005T0700,23.4129,0.0,68.0,1009.0,13.479583,21.599998
20201005T0800,25.832901,0.0,62.0,1009.2,17.610588,24.119999
20201005T0900,27.8129,0.0,56.0,1009.4,20.929594,25.919998
20201005T1000,29.5129,0.0,52.0,1008.6,21.385939,24.84
20201005T1100,30.7529,0.0,45.0,1007.6,22.065973,26.28
20201005T1200,31.7029,0.0,39.0,1006.9,21.746502,24.84
20201005T1300,32.0929,0.0,37.0,1005.8,21.862406,24.48
20201005T1400,31.7629,0.0,38.0,1005.2,22.427162,24.84
20201005T1500,30.8229,0.0,42.0,1004.7,21.129885,24.48
20201005T1600,30.0929,0.0,46.0,1005.2,17.727943,23.4
20201005T1700,30.0629,0.0,49.0,1005.5,16.299694,22.319998
20201005T1800,28.7029,0.0,54.0,1006.1,12.181624,20.880001
20201005T1900,27.6529,0.0,58.0,1006.9,10.739832,25.199999
20201005T2000,26.8029,0.0,61.0,1007.2,9.673221,23.4
20201005T2100,26.1029,0.0,63.0,1007.6,8.942214,22.319998
20201005T2200,25.5029,0.0,65.0,1007.6,9.19939,20.880001
20201005T2300,24.9329,0.0,67.0,1007.3,9.339208,21.24
20201006T0000,24.4329,0.0,68.0,1007.4,9.511088,17.64
20201006T0100,23.8629,0.0,71.0,1006.7,9.085988,19.8
20201006T0200,23.2829,0.0,73.0,1006.5,8.942214,18.359999
20201006T0300,22.6829,0.0,75.0,1006.2,9.1641035,16.199999
20201006T0400,22.1729,0.0,78.0,1006.8,8.654987,14.04
20201006T0500,22.1229,0.0,78.0,1007.6,8.161764,13.679999
20201006T0600,22.1429,0.0,78.0,1008.2,8.14587,14.04
20201006T0700,22.8729,0.0,77.0,1009.2,6.638072,14.04
20201006T0800,24.082901,0.0,76.0,1009.8,5.6233797,13.32
20201006T0900,25.2429,0.0,71.0,1010.3,7.5942082,13.32
20201006T1000,25.9429,0.0,71.0,1009.7,8.14587,13.32
20201006T1100,26.5529,0.0,70.0,1008.9,10.703569,14.759999
20201006T1200,27.5229,0.0,66.0,1008.2,13.276144,17.64
20201006T1300,28.4829,0.0,61.0,1007.1,15.277749,19.44
20201006T1400,28.8629,0.0,56.0,1006.4,16.904673,14.4
20201006T1500,30.0229,0.0,48.0,1005.5,18.043148,20.880001
20201006T1600,29.8129,0.0,46.0,1005.7,17.555307,20.880001
20201006T1700,30.2929,0.0,44.0,1005.6,13.37825,16.919998
20201006T1800,28.9829,0.0,48.0,1006.4,10.028439,19.8
20201006T1900,28.4429,0.0,51.0,1007.2,9.360001,20.880001
20201006T2000,27.9729,0.0,53.0,1007.6,9.227524,18.72
20201006T2100,27.4829,0.0,56.0,1008.1,8.473393,17.64
20201006T2200,26.9529,0.0,58.0,1008.1,8.049845,16.56
20201006T2300,26.5629,0.0,59.0,1007.9,6.162207,15.84
20201007T0000,26.3629,0.0,59.0,1008.0,4.68,13.32
20201007T0100,26.2929,0.0,59.0,1007.5,2.8799999,7.92
20201007T0200,26.2329,0.0,61.0,1007.2,0.71999997,7.5599995
20201007T0300,26.0429,0.0,63.0,1006.9,1.4399999,6.4799995
20201007T0400,25.8129,0.0,65.0,1007.5,3.396233,7.2
20201007T0500,25.6329,0.0,63.0,1008.2,4.1046314,9.36
20201007T0600,25.4129,0.0,66.0,1008.6,3.6,8.28
20201007T0700,25.6329,0.0,68.0,1009.5,1.8,5.3999996
20201007T0800,26.1529,0.0,70.0,1010.0,1.2979984,5.7599998
20201007T0900,26.9129,0.0,69.0,1010.6,3.319036,6.8399997
20201007T1000,28.9229,0.0,60.0,1009.9,6.989936,10.799999
20201007T1100,30.1729,0.0,51.0,1008.9,11.183201,15.119999
20201007T1200,30.9029,0.0,46.0,1008.3,14.255272,17.28
20201007T1300,31.1429,0.0,43.0,1007.2,18.089775,20.16
20201007T1400,30.8229,0.0,45.0,1006.8,20.268991,23.039999
20201007T1500,29.9729,0.0,49.0,1006.3,19.829433,23.039999
20201007T1600,29.2829,0.0,53.0,1006.7,18.792551,23.759998
20201007T1700,28.5929,0.0,62.0,1006.8,6.379216,10.799999
20201007T1800,28.1429,0.0,64.0,1007.3,5.8048253,12.24
20201007T1900,27.6129,0.0,67.0,1007.8,5.3999996,12.959999
20201007T2000,27.082901,0.0,70.0,1008.2,3.7585104,13.679999
20201007T2100,26.6229,0.0,73.0,1008.7,3.6,13.32
20201007T2200,26.2129,0.0,76.0,1008.7,3.396233,10.799999
20201007T2300,25.8129,0.0,78.0,1008.2,2.9024127,8.28
20201008T0000,25.5429,0.0,78.0,1008.2,2.4149535,7.5599995
20201008T0100,25.3029,0.0,79.0,1007.9,0.8049845,6.12
20201008T0200,24.9829,0.0,81.0,1007.7,3.8268526,7.2
20201008T0300,24.7629,0.2,84.0,1007.3,4.39436,9.36
20201008T0400,24.5029,0.3,87.0,1007.9,5.495161,9.36
20201008T0500,24.3929,0.0,89.0,1008.5,6.439876,9.72
20201008T0600,24.2229,0.0,90.0,1008.8,7.289444,9.72
20201008T0700,24.3129,1.2,90.0,1009.6,8.311245,10.440001
20201008T0800,25.2229,0.5,85.0,1010.0,6.12,9.0
20201008T0900,25.2829,0.0,83.0,1010.8,5.4119864,7.2
20201008T1000,25.2729,0.0,83.0,1010.4,4.73506,5.3999996
20201008T1100,25.2929,0.0,82.0,1009.7,3.96,4.32
20201008T1200,25.4929,0.0,81.0,1009.1,2.4149535,3.2399998
20201008T1300,26.582901,0.0,76.0,1007.9,2.968636,3.6
20201008T1400,26.9829,0.0,74.0,1007.3,3.6179552,4.68
20201008T1500,27.1329,0.0,73.0,1006.6,4.452954,5.04
20201008T1600,26.5729,0.0,74.0,1006.8,4.829907,5.04
20201008T1700,28.4229,0.8,65.0,1006.6,11.440978,11.5199995
20201008T1800,27.4329,1.2,72.0,1007.4,10.587917,9.36
20201008T1900,26.5529,0.0,78.0,1008.3,9.693296,13.679999
20201008T2000,25.9229,0.0,82.0,1008.8,8.217153,11.879999
20201008T2100,25.4329,0.0,85.0,1009.4,7.10031,12.599999
20201008T2200,24.9529,0.0,87.0,1009.2,7.8625183,11.5199995
20201008T2300,24.3229,0.0,91.0,1009.0,8.654986,13.32
20201009T0000,23.7529,0.0,93.0,1009.0,10.163227,14.759999
20201009T0100,23.2329,0.0,95.0,1008.7,11.119281,13.32
20201009T0200,23.0729,0.0,95.0,1008.5,10.495713,14.04
20201009T0300,22.9729,0.0,95.0,1008.3,9.387651,12.959999
20201009T0400,22.9129,0.0,95.0,1008.7,8.0899935,11.879999
20201009T0500,22.8029,0.0,95.0,1009.3,7.5942082,10.799999
20201009T0600,22.7229,0.0,95.0,1009.7,6.989936,10.440001
20201009T0700,23.0929,0.0,93.0,1010.8,7.2,10.08
20201009T0800,24.2529,0.0,87.0,1011.4,8.0899935,7.5599995
20201009T0900,25.8129,0.0,82.0,1011.5,9.83268,8.28
20201009T1000,26.1029,0.3,79.0,1011.0,9.346143,7.5599995
20201009T1100,26.8529,0.2,75.0,1010.1,9.028754,6.4799995
20201009T1200,27.5429,0.1,71.0,1009.4,7.289445,6.12
20201009T1300,27.8529,0.1,69.0,1008.5,5.904439,5.04
20201009T1400,28.6729,0.0,65.0,1007.9,4.829907,3.96
20201009T1500,28.7229,0.0,64.0,1007.3,3.4152596,3.2399998
20201009T1600,28.6029,0.0,64.0,1007.3,1.9386592,2.8799999
20201009T1700,26.7829,0.2,75.0,1008.0,7.771331,6.8399997
20201009T1800,25.9829,0.0,80.0,1008.7,6.5693827,9.0
20201009T1900,25.5429,0.0,84.0,1009.6,7.2359104,6.8399997
20201009T2000,25.1029,0.0,86.0,1010.1,7.771331,9.72
20201009T2100,24.6829,0.0,89.0,1010.7,7.8625183,9.72
20201009T2200,24.1529,0.0,92.0,1010.4,7.628263,8.64
20201009T2300,23.6529,0.0,94.0,1009.8,8.049845,10.799999
20201010T0000,23.4329,0.0,95.0,1009.4,6.489992,9.36
20201010T0100,23.3529,0.0,95.0,1008.7,4.8433046,7.2
20201010T0200,23.2729,0.0,95.0,1008.4,3.396233,4.68
20201010T0300,23.1729,0.0,95.0,1008.0,3.0758414,2.8799999
20201010T0400,23.0429,0.0,95.0,1008.3,3.0758414,2.16
20201010T0500,22.9029,0.0,95.0,1008.6,2.2768397,1.4399999
20201010T0600,22.8229,0.0,95.0,1008.7,1.484318,2.16
20201010T0700,23.1329,0.0,93.0,1009.7,1.08,1.4399999
20201010T0800,23.9229,0.0,90.0,1010.3,0.35999998,3.2399998
20201010T0900,25.1729,0.0,85.0,1010.4,2.9024127,6.12
20201010T1000,26.3429,0.0,80.0,1009.6,5.3517847,7.5599995
20201010T1100,28.0329,0.0,69.0,1008.7,5.1919937,7.2
20201010T1200,29.1429,0.0,63.0,1007.9,4.510787,8.28
20201010T1300,29.3429,0.0,61.0,1007.0,5.3517847,8.28
20201010T1400,29.082901,0.0,61.0,1006.5,5.8048253,7.92
20201010T1500,29.0229,0.1,61.0,1005.8,5.0528407,8.28
20201010T1600,28.7929,0.2,62.0,1006.0,4.2136917,7.5599995
20201010T1700,27.2429,0.8,73.0,1006.6,3.219938,4.68
20201010T1800,26.9529,0.1,74.0,1007.3,3.6,4.68
20201010T1900,26.6029,0.0,78.0,1008.2,3.8939953,5.3999996
20201010T2000,26.2529,0.0,80.0,1008.6,4.3498964,6.12
20201010T2100,25.7229,0.0,83.0,1009.0,5.4477882,6.8399997
20201010T2200,25.1229,0.0,86.0,1008.6,5.04,7.5599995
20201010T2300,24.6729,0.0,88.0,1008.1,3.6179552,6.8399997
20201011T0000,24.3029,0.0,91.0,1007.9,2.8799999,6.12
20201011T0100,24.0029,0.0,92.0,1007.3,2.5455842,7.92
20201011T0200,23.7629,0.0,94.0,1006.8,2.1897945,7.2
20201011T0300,23.5629,0.0,94.0,1006.3,3.2399998,7.92
20201011T0400,23.332901,0.0,95.0,1006.7,5.0911684,9.36
20201011T0500,23.1029,0.5,96.0,1006.8,3.7585104,3.6
20201011T0600,23.0529,0.0,96.0,1006.9,3.096837,4.32
20201011T0700,23.6329,0.0,93.0,1008.0,2.6208394,2.16
20201011T0800,24.3229,0.0,90.0,1008.8,2.52,1.4399999
20201011T0900,24.5329,1.3,88.0,1009.0,3.9763298,6.8399997
20201011T1000,24.7229,1.5,86.0,1008.3,6.725354,7.92
20201011T1100,23.8629,1.2,92.0,1007.9,4.6938252,3.2399998
20201011T1200,24.3529,0.3,86.0,1007.0,5.692099,5.3999996
20201011T1300,24.3229,0.0,84.0,1006.1,6.989936,6.4799995
20201011T1400,25.1329,0.0,82.0,1005.5,8.209263,7.5599995
20201011T1500,24.9229,0.0,83.0,1004.7,10.00256,9.72
20201011T1600,25.3229,0.0,82.0,1004.8,10.163227,11.159999
20201011T1700,24.8129,3.5,93.0,1004.6,8.78872,9.72
20201011T1800,24.3129,3.0,95.0,1005.2,7.145796,9.72
20201011T1900,23.6529,1.4,94.0,1006.1,6.989936,10.799999
20201011T2000,23.082901,0.6,94.0,1006.5,5.904439,11.159999
20201011T2100,22.832901,0.2,94.0,1006.8,6.1094027,11.5199995
20201011T2200,22.6129,0.2,94.0,1006.6,4.6938257,10.440001
20201011T2300,22.4529,0.3,94.0,1006.1,1.9386592,9.0
20201012T0000,22.3129,0.0,95.0,1005.6,1.1384199,9.36
20201012T0100,22.082901,0.0,96.0,1004.8,2.3051248,11.159999
20201012T0200,22.0129,0.0,96.0,1004.6,2.9024127,12.24
20201012T0300,22.1029,0.0,96.0,1004.2,3.0758414,12.24
20201012T0400,22.2129,0.0,96.0,1004.7,4.0249224,12.599999
20201012T0500,22.332901,0.0,96.0,1005.2,4.73506,12.24
20201012T0600,22.4129,0.0,96.0,1005.6,5.0528407,11.159999
20201012T0700,22.6829,0.0,95.0,1006.4,5.4477882,10.440001
20201012T0800,23.5529,0.0,90.0,1006.7,5.0911684,10.440001
20201012T0900,24.7829,0.0,86.0,1007.1,5.4477882,10.440001
20201012T1000,25.1229,0.0,83.0,1006.4,5.0528407,9.36
20201012T1100,26.6329,0.0,76.0,1005.4,5.1919937,9.72
20201012T1200,27.3829,0.0,72.0,1004.5,4.8433046,7.92
20201012T1300,27.8429,0.0,69.0,1003.5,4.1046314,6.12
20201012T1400,27.832901,0.2,68.0,1003.0,4.452954,5.3999996
20201012T1500,27.8429,0.5,69.0,1002.4,6.8399997,9.0
20201012T1600,27.0229,1.2,73.0,1003.0,8.669949,7.5599995
20201012T1700,25.7929,1.9,83.0,1003.0,9.6932955,13.32
20201012T1800,25.2629,1.1,85.0,1003.7,8.707237,15.119999
20201012T1900,24.4729,0.1,90.0,1004.9,8.404285,19.44
20201012T2000,23.3229,1.7,90.0,1005.3,2.7416782,12.599999
20201012T2100,23.0329,0.4,91.0,1005.1,3.7064266,9.36
20201012T2200,23.0029,0.0,92.0,1004.7,4.8433046,13.679999
20201012T2300,22.9829,0.0,93.0,1004.3,5.3999996,16.56
20201013T0000,23.0729,0.0,94.0,1004.0,5.991594,17.28
20201013T0100,23.082901,0.0,94.0,1003.3,6.792466,15.84
20201013T0200,23.0229,0.0,94.0,1002.7,6.989936,19.44
20201013T0300,22.8729,0.0,94.0,1002.4,7.289445,16.56
20201013T0400,22.7629,0.0,95.0,1002.9,7.0911775,13.679999
20201013T0500,22.6429,0.6,95.0,1003.5,9.83268,15.119999
20201013T0600,22.6929,0.1,94.0,1003.8,11.620809,17.28
20201013T0700,22.7629,0.8,94.0,1005.0,10.948973,18.72
20201013T0800,22.8229,2.7,95.0,1005.4,9.957108,17.64
20201013T0900,24.1929,0.2,90.0,1005.5,15.782622,23.4
20201013T1000,23.9129,0.7,92.0,1004.6,18.723461,28.8
20201013T1100,23.9929,0.8,92.0,1003.6,20.972897,30.960001
20201013T1200,23.9629,3.0,93.0,1002.6,21.599998,34.2
20201013T1300,23.8929,4.9,94.0,1001.8,17.447933,26.64
20201013T1400,24.082901,1.3,94.0,1001.4,12.413476,24.48
20201013T1500,23.9829,2.8,96.0,1000.8,13.684735,15.119999
20201013T1600,23.6529,2.2,94.0,1001.5,15.328561,17.28
20201013T1700,23.4229,6.8,95.0,999.1,23.507751,40.68
20201013T1800,23.3729,6.7,96.0,999.5,21.178896,26.28
20201013T1900,23.5129,5.2,95.0,1000.3,20.082708,24.119999
20201013T2000,23.5429,2.1,96.0,1000.7,15.328561,24.119999
20201013T2100,23.5429,1.1,97.0,1001.5,8.654986,18.359999
20201013T2200,23.5029,0.9,97.0,1000.9,7.7043357,16.56
20201013T2300,23.4429,3.4,97.0,1000.2,11.212135,19.44
20190930T0000,23.7629,0.0,87.0,1013.7,9.983106,13.679999
20190930T0100,23.4129,0.0,89.0,1013.1,9.504273,13.679999
20190930T0200,23.1429,0.0,91.0,1012.6,8.225035,12.599999
20190930T0300,22.9629,0.0,91.0,1012.0,7.072878,14.04
20190930T0400,22.8029,0.0,90.0,1012.2,6.5693827,19.8
20190930T0500,22.6629,0.0,90.0,1012.7,5.5887027,15.119999
20190930T0600,22.6229,0.0,91.0,1013.2,5.95906,15.84
20190930T0700,24.1329,0.0,82.0,1014.2,9.6932955,12.24
20190930T0800,25.8629,0.0,74.0,1014.6,13.004921,13.679999
20190930T0900,27.2429,0.0,71.0,1014.5,15.119999,15.4800005
20190930T1000,27.4629,0.3,71.0,1013.9,12.224107,10.440001
20190930T1100,27.6629,0.4,68.0,1013.5,13.53236,11.879999
20190930T1200,27.7729,0.1,67.0,1013.3,12.819235,11.159999
20190930T1300,27.6629,0.2,67.0,1012.4,12.738099,12.24
20190930T1400,26.9229,0.1,69.0,1011.6,12.475961,11.5199995
20190930T1500,27.4029,0.0,68.0,1010.8,12.261157,11.5199995
20190930T1600,27.0029,0.0,70.0,1011.0,11.246759,11.5199995
20190930T1700,26.8229,1.6,77.0,1011.7,1.0182338,4.32
20190930T1800,26.332901,0.0,77.0,1012.1,0.71999997,0.71999997
20190930T1900,26.0929,0.0,78.0,1012.6,2.8116899,3.2399998
20190930T2000,25.8629,0.0,79.0,1012.8,4.8433046,5.7599998
20190930T2100,25.3029,0.0,83.0,1013.3,5.8603754,9.0
20190930T2200,24.6329,0.0,87.0,1013.1,6.1305785,9.36
20190930T2300,24.0329,0.0,90.0,1012.8,6.792466,9.36
20191001T0000,23.5429,0.0,91.0,1012.8,7.5685663,10.799999
20191001T0100,23.082901,0.0,91.0,1012.1,7.072878,12.24
20191001T0200,22.7129,0.0,92.0,1011.6,5.771239,10.799999
20191001T0300,22.4229,0.0,93.0,1011.1,5.0528407,10.08
20191001T0400,22.2029,0.0,94.0,1011.5,3.9763298,9.72
20191001T0500,21.9829,0.0,95.0,1012.1,3.2599385,9.72
20191001T0600,21.8529,0.0,96.0,1012.6,3.5455887,10.440001
20191001T0700,23.3129,0.0,90.0,1013.2,5.0142193,8.64
20191001T0800,25.1929,0.0,85.0,1013.4,3.8773184,7.5599995
20191001T0900,26.4329,0.6,78.0,1013.5,6.5693827,8.28
20191001T1000,26.8229,0.9,72.0,1013.2,9.585739,11.879999
20191001T1100,27.3529,0.2,68.0,1012.9,8.942214,11.879999
20191001T1200,27.5729,0.1,67.0,1012.6,8.049845,11.159999
20191001T1300,27.7029,0.0,66.0,1011.6,7.928178,10.440001
