location,Patna,Patna,Patna,Patna,Patna,Patna
lat,25.61087,25.61087,25.61087,25.61087,25.61087,25.61087
lon,85.18255,85.18255,85.18255,85.18255,85.18255,85.18255
asl,44.000,44.000,44.000,44.000,44.000,44.000
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Patna Temperature [2 m elevation corrected],Patna Precipitation Total,Patna Relative Humidity [2 m],Patna Mean Sea Level Pressure [MSL],Patna Wind Speed [10 m],Patna Wind Gust
20191002T1400,31.0015,0.0,60.0,1007.3,6.162207,5.7599998
20191002T1500,30.8415,0.0,60.0,1006.5,4.802999,5.04
20191002T1600,30.411499,0.0,61.0,1006.4,4.1046314,4.68
20191002T1700,29.2815,0.0,69.0,1006.1,3.396233,3.6
20191002T1800,28.7115,0.0,71.0,1007.0,4.3498964,4.68
20191002T1900,28.411499,0.0,73.0,1007.9,5.00128,6.12
20191002T2000,28.0815,0.0,76.0,1008.7,5.692099,8.64
20191002T2100,27.7015,0.1,79.0,1009.1,6.4096174,8.28
20191002T2200,27.1315,0.7,83.0,1008.7,6.193674,8.28
20191002T2300,26.7015,0.4,86.0,1008.5,5.904439,7.92
20191003T0000,26.1015,0.0,87.0,1008.3,6.3690495,8.28
20191003T0100,25.5215,0.0,90.0,1008.0,6.8777895,9.72
20191003T0200,25.3315,0.0,91.0,1007.4,6.9153743,10.440001
20191003T0300,25.0415,0.0,92.0,1007.1,6.9247384,11.159999
20191003T0400,24.9415,0.0,93.0,1007.6,6.849467,10.08
20191003T0500,24.9515,0.0,93.0,1008.3,5.3999996,5.04
20191003T0600,25.6115,0.0,90.0,1008.7,4.3498964,4.32
20191003T0700,28.1115,0.0,79.0,1009.0,4.829907,9.36
20191003T0800,28.2015,1.3,75.0,1009.3,7.9526596,9.36
20191003T0900,28.4315,1.0,74.0,1009.6,9.36,7.5599995
20191003T1000,28.6115,0.8,73.0,1009.3,9.007196,7.92
20191003T1100,28.741499,0.7,73.0,1008.9,8.28,7.2
20191003T1200,28.8015,0.9,73.0,1008.5,7.5685663,7.92
20191003T1300,28.821499,0.9,73.0,1008.1,6.130579,6.8399997
20191003T1400,28.7515,0.7,73.0,1007.3,4.379589,5.3999996
20191003T1500,28.6215,0.7,74.0,1006.8,3.396233,4.32
20191003T1600,28.3915,0.7,75.0,1007.0,3.7064266,4.68
20191003T1700,27.9315,0.0,77.0,1007.0,4.3349743,6.12
20191003T1800,27.6115,0.0,77.0,1007.7,3.563818,6.12
20191003T1900,27.3615,0.0,78.0,1008.5,3.319036,6.12
20191003T2000,27.0915,0.0,80.0,1009.2,2.9024127,6.12
20191003T2100,26.8715,0.2,83.0,1009.7,2.7416782,6.4799995
20191003T2200,26.5015,0.2,86.0,1009.5,3.4152596,7.5599995
20191003T2300,26.161499,0.0,88.0,1009.2,3.2599385,4.32
20191004T0000,25.7215,0.0,92.0,1009.0,3.219938,7.5599995
20191004T0100,25.4315,0.0,94.0,1008.9,3.563818,8.64
20191004T0200,25.1715,0.0,95.0,1008.4,4.0249224,3.96
20191004T0300,24.9715,0.0,95.0,1008.0,4.0249224,3.6
20191004T0400,24.8415,0.0,95.0,1008.3,4.072935,10.799999
20191004T0500,24.7615,0.0,94.0,1009.1,4.3349743,10.08
20191004T0600,25.2515,0.0,92.0,1009.8,4.198285,4.32
20191004T0700,26.911499,0.1,85.0,1010.0,4.5536795,5.04
20191004T0800,27.6715,0.2,78.0,1010.3,1.8,3.6
20191004T0900,27.5615,0.0,78.0,1010.3,1.8,3.6
20191004T1000,28.9315,0.0,74.0,1010.0,1.4399999,2.8799999
20191004T1100,27.9215,0.0,76.0,1009.5,2.3051248,3.6
20191004T1200,28.151499,0.1,75.0,1008.9,3.096837,3.96
20191004T1300,28.3015,0.0,75.0,1008.3,4.0249224,4.32
20191004T1400,28.8715,0.3,73.0,1007.1,4.379589,3.96
20191004T1500,28.6815,0.4,73.0,1006.4,4.3498964,4.32
20191004T1600,28.6315,0.0,74.0,1006.4,4.0249224,3.96
20191004T1700,28.0015,0.0,78.0,1006.9,4.68,3.6
20191004T1800,27.491499,0.0,78.0,1007.6,5.2416787,6.12
20191004T1900,27.0815,0.0,80.0,1008.1,5.495161,6.8399997
20191004T2000,26.661499,0.0,82.0,1008.4,5.692099,7.5599995
20191004T2100,26.2815,0.0,84.0,1008.7,6.193674,8.64
20191004T2200,25.8415,0.0,86.0,1008.6,6.489992,10.08
20191004T2300,25.4415,0.0,88.0,1008.6,6.6087217,10.799999
20191005T0000,25.1715,0.0,89.0,1008.6,6.439876,11.5199995
20191005T0100,24.991499,0.0,89.0,1008.4,6.0347,11.5199995
20191005T0200,24.7115,0.0,90.0,1007.9,5.3517847,11.159999
20191005T0300,24.4515,0.0,91.0,1007.8,5.1919937,9.72
20191005T0400,24.2515,0.0,92.0,1008.4,4.6102495,8.28
20191005T0500,24.2315,0.0,93.0,1009.1,4.510787,7.5599995
20191005T0600,24.741499,0.1,91.0,1009.7,4.3498964,4.68
20191005T0700,25.9715,0.1,89.0,1010.2,1.8,2.8799999
20191005T0800,27.2915,1.1,83.0,1010.7,1.9386592,3.96
20191005T0900,27.7915,0.4,77.0,1010.6,3.6179552,5.3999996
20191005T1000,28.8015,0.0,72.0,1010.1,4.2136917,5.3999996
20191005T1100,28.9315,0.1,71.0,1009.9,4.3349743,6.12
20191005T1200,29.5215,0.1,67.0,1009.3,3.8268526,5.7599998
20191005T1300,30.5115,0.0,64.0,1008.5,2.3051248,3.96
20191005T1400,30.8415,0.0,61.0,1007.4,1.2979984,3.2399998
20191005T1500,30.7715,0.0,61.0,1006.8,0.5091169,2.52
20191005T1600,30.3515,0.0,62.0,1006.9,1.8,3.96
20191005T1700,28.8015,0.0,71.0,1007.7,5.0142193,6.8399997
20191005T1800,28.2915,0.0,73.0,1008.4,5.904439,9.0
20191005T1900,27.7715,0.0,75.0,1009.0,6.3690495,10.08
20191005T2000,27.3115,0.0,77.0,1009.4,6.4096174,10.440001
20191005T2100,26.911499,0.0,78.0,1009.7,5.904439,10.08
20191005T2200,26.5015,0.0,79.0,1009.4,5.8048253,9.72
20191005T2300,26.0915,0.0,81.0,1009.3,5.95906,10.08
20191006T0000,25.661499,0.0,83.0,1009.3,6.28713,9.0
20191006T0100,25.0915,0.0,86.0,1009.3,6.763786,10.799999
20191006T0200,24.5515,0.0,88.0,1008.9,6.792466,12.24
20191006T0300,24.1115,0.0,91.0,1008.7,6.6087217,13.32
20191006T0400,23.7215,0.0,92.0,1009.1,6.9527545,14.4
20191006T0500,23.3015,0.0,94.0,1009.6,7.42159,15.84
20191006T0600,24.3615,0.0,90.0,1010.2,8.4042845,10.440001
20191006T0700,27.2715,0.0,79.0,1010.7,9.693296,13.32
20191006T0800,29.3715,0.0,70.0,1011.1,9.422101,10.799999
20191006T0900,30.7815,0.0,64.0,1011.0,7.928177,8.28
20191006T1000,31.571499,0.0,56.0,1010.9,3.319036,3.6
20191006T1100,32.341503,0.0,52.0,1010.3,2.4149535,3.6
20191006T1200,32.6915,0.0,50.0,1009.5,3.319036,4.68
20191006T1300,32.9715,0.0,50.0,1008.9,3.319036,3.2399998
20191006T1400,33.051502,0.0,48.0,1007.9,2.0364676,5.7599998
20191006T1500,32.9015,0.0,47.0,1007.1,2.0991426,6.12
20191006T1600,32.461502,0.0,49.0,1007.2,2.6208394,3.6
20191006T1700,30.2915,0.0,59.0,1007.8,6.0347,9.36
20191006T1800,29.401499,0.0,62.0,1008.5,7.9526596,10.08
20191006T1900,28.2915,0.0,68.0,1009.1,9.007196,12.959999
20191006T2000,27.3915,0.0,73.0,1009.9,9.36,15.119999
20191006T2100,26.661499,0.0,77.0,1010.5,9.028754,16.56
20191006T2200,26.0115,0.0,81.0,1010.4,8.759178,17.64
20191006T2300,25.4515,0.0,85.0,1010.1,8.557102,21.599998
20191007T0000,24.991499,0.0,87.0,1009.9,8.089993,21.96
20191007T0100,24.6015,0.0,88.0,1009.6,7.729527,21.24
20191007T0200,24.2115,0.0,90.0,1009.1,7.2,16.56
20191007T0300,23.7615,0.0,92.0,1008.8,7.145796,12.959999
20191007T0400,23.3415,0.0,94.0,1009.2,6.9153743,12.599999
20191007T0500,23.0115,0.0,95.0,1009.8,7.2,12.24
20191007T0600,24.0415,0.0,91.0,1010.4,7.9932966,12.24
20191007T0700,27.1115,0.0,81.0,1010.9,7.653705,11.5199995
20191007T0800,29.7715,0.0,68.0,1011.5,9.339208,7.5599995
20191007T0900,31.4815,0.0,60.0,1011.7,8.654986,6.8399997
20191007T1000,32.321503,0.0,52.0,1011.2,6.12,5.3999996
20191007T1100,32.961502,0.0,49.0,1010.5,5.7599998,6.4799995
20191007T1200,33.411503,0.0,48.0,1009.7,6.162207,5.7599998
20191007T1300,33.711502,0.0,46.0,1008.9,7.2359104,6.12
20191007T1400,33.7015,0.0,46.0,1007.8,7.92,7.2
20191007T1500,33.411503,0.0,46.0,1007.1,8.287822,7.92
20191007T1600,32.8315,0.0,48.0,1007.1,7.5942073,7.2
20191007T1700,30.9615,0.0,55.0,1008.2,6.151683,7.92
20191007T1800,30.2815,0.0,57.0,1009.2,6.4096174,8.28
20191007T1900,29.7015,0.0,60.0,1009.9,5.8048253,6.8399997
20191007T2000,29.071499,0.0,62.0,1010.4,6.519877,7.5599995
20191007T2100,28.3515,0.0,66.0,1010.8,7.208994,7.92
20191007T2200,27.2915,0.0,72.0,1010.5,7.9932976,10.440001
20191007T2300,26.1115,0.0,79.0,1010.2,7.69592,12.599999
20191008T0000,25.1415,0.0,85.0,1010.0,7.69592,13.679999
20191008T0100,24.4815,0.0,89.0,1009.8,6.924738,13.679999
20191008T0200,24.0615,0.0,92.0,1009.5,6.519877,12.959999
20191008T0300,23.8315,0.0,93.0,1009.4,5.4119864,16.56
20191008T0400,23.6315,0.0,93.0,1009.7,5.4477882,15.119999
20191008T0500,23.4315,0.0,94.0,1010.4,5.506941,14.4
20191008T0600,24.2115,0.0,91.0,1011.0,5.937272,9.36
20191008T0700,27.0315,0.0,82.0,1011.5,3.671294,4.68
20191008T0800,29.8615,0.0,68.0,1011.9,5.2416787,3.6
20191008T0900,31.411499,0.0,60.0,1011.8,3.396233,3.6
20191008T1000,32.181503,0.0,51.0,1011.1,1.08,2.16
20191008T1100,32.6715,0.0,50.0,1010.4,1.8,2.8799999
20191008T1200,33.0415,0.0,49.0,1009.7,2.1897945,2.8799999
20191008T1300,33.3615,0.0,47.0,1009.1,2.1897945,3.2399998
20191008T1400,33.321503,0.0,47.0,1008.3,1.8,1.8
20191008T1500,32.9715,0.0,47.0,1007.9,2.16,1.4399999
20191008T1600,32.2815,0.0,49.0,1008.3,5.771239,5.04
20191008T1700,29.8615,0.0,59.0,1009.2,7.208994,6.4799995
20191008T1800,29.1415,0.0,62.0,1010.2,7.968939,14.04
20191008T1900,28.1315,0.0,67.0,1010.6,9.19939,8.64
20191008T2000,27.161499,0.0,74.0,1011.3,10.296251,14.04
20191008T2100,26.2915,0.0,80.0,1011.9,8.78872,16.56
20191008T2200,25.6715,0.0,84.0,1011.7,8.0899935,15.4800005
20191008T2300,25.1815,0.0,87.0,1011.6,7.24486,14.759999
20191009T0000,24.7715,0.0,89.0,1011.4,6.763786,14.759999
20191009T0100,24.4415,0.0,90.0,1011.1,6.151683,14.04
20191009T0200,24.2615,0.0,91.0,1010.6,5.1544156,12.599999
20191009T0300,24.0515,0.0,92.0,1010.3,5.0911684,11.5199995
20191009T0400,23.8915,0.0,93.0,1010.6,4.68,11.5199995
20191009T0500,23.7315,0.0,94.0,1011.1,4.3349743,10.799999
20191009T0600,24.5315,0.0,91.0,1011.7,4.0249224,9.36
20191009T0700,26.8615,0.0,81.0,1012.0,4.510787,9.36
20191009T0800,28.491499,0.0,73.0,1012.0,6.28713,9.0
20191009T0900,29.4715,0.0,67.0,1011.7,7.6367526,9.72
20191009T1000,30.2915,0.0,63.0,1011.0,6.12,7.2
20191009T1100,31.0315,0.0,59.0,1010.2,5.771239,6.8399997
20191009T1200,31.5315,0.0,57.0,1009.4,4.3349743,5.04
20191009T1300,31.8415,0.0,56.0,1008.7,3.6179552,3.96
20191009T1400,31.9215,0.0,54.0,1007.5,2.5455842,3.6
20191009T1500,31.6815,0.0,54.0,1006.8,2.16,2.8799999
20191009T1600,31.1715,0.0,55.0,1006.9,2.6208394,3.2399998
20191009T1700,29.4615,0.0,60.0,1008.3,5.634891,5.3999996
20191009T1800,28.9215,0.0,62.0,1008.9,5.937272,8.64
20191009T1900,28.401499,0.0,64.0,1009.4,6.519877,10.799999
20191009T2000,27.7315,0.0,67.0,1009.9,7.2,11.5199995
20191009T2100,26.821499,0.0,72.0,1010.4,7.928178,13.32
20191009T2200,25.9415,0.0,77.0,1010.3,7.9932976,13.679999
20191009T2300,25.2515,0.0,81.0,1010.3,7.6367526,12.959999
20191010T0000,24.7215,0.0,85.0,1010.2,7.342588,11.159999
20191010T0100,24.3615,0.0,87.0,1010.1,6.519877,9.0
20191010T0200,24.0415,0.0,89.0,1009.6,5.7599998,12.24
20191010T0300,23.7015,0.0,91.0,1009.3,5.506941,9.72
20191010T0400,23.4215,0.0,92.0,1009.9,5.4833565,7.92
20191010T0500,23.1715,0.0,93.0,1010.7,5.3517847,7.2
20191010T0600,23.9315,0.0,91.0,1011.2,5.0911684,6.12
20191010T0700,26.4715,0.0,80.0,1011.6,4.1046314,7.92
20191010T0800,28.3415,0.0,71.0,1011.8,5.04,5.7599998
20191010T0900,29.5015,0.0,63.0,1011.9,5.0142193,5.3999996
20191010T1000,30.4615,0.0,58.0,1011.3,2.9024127,3.2399998
20191010T1100,31.1915,0.0,56.0,1010.6,1.2979984,2.16
20191010T1200,31.821499,0.0,52.0,1009.8,1.2979984,1.4399999
20191010T1300,32.141502,0.0,51.0,1009.1,2.9024127,2.16
20191010T1400,32.1515,0.0,51.0,1008.2,5.0142193,3.96
20191010T1500,31.8615,0.0,52.0,1007.6,6.830519,5.3999996
20191010T1600,31.2915,0.0,54.0,1007.7,7.172949,6.8399997
20191010T1700,29.8815,0.0,58.0,1008.1,5.8048253,7.2
20191010T1800,29.3815,0.0,60.0,1008.9,5.4833565,8.28
20191010T1900,29.0315,0.0,62.0,1009.4,4.1046314,6.8399997
20191010T2000,28.8115,0.0,62.0,1010.0,2.1897945,5.04
20191010T2100,28.3415,0.0,64.0,1010.6,0.8049845,3.2399998
20191010T2200,27.9615,0.0,66.0,1010.6,1.8,1.8
20191010T2300,27.5915,0.0,68.0,1010.5,2.8799999,0.71999997
20191011T0000,27.1315,0.0,70.0,1010.4,2.9024127,7.2
20191011T0100,26.6815,0.0,71.0,1010.2,2.7416782,0.71999997
20191011T0200,26.2315,0.0,73.0,1009.9,2.8116899,1.08
20191011T0300,25.6815,0.0,75.0,1009.9,3.4152596,1.8
20191011T0400,25.2215,0.0,78.0,1010.4,3.2399998,1.8
20191011T0500,24.901499,0.0,79.0,1010.9,3.2399998,1.8
20191011T0600,25.3915,0.0,79.0,1011.3,3.2399998,1.8
20191011T0700,27.3715,0.0,75.0,1011.7,1.4399999,0.71999997
20191011T0800,29.8615,0.0,62.0,1012.3,0.5091169,3.2399998
20191011T0900,30.4315,0.0,52.0,1012.5,3.5455887,6.4799995
20191011T1000,31.1815,0.0,49.0,1011.8,4.2136917,7.5599995
20191011T1100,31.7615,0.0,48.0,1010.9,5.2416787,8.28
20191011T1200,32.301502,0.0,45.0,1010.0,5.937272,7.5599995
20191011T1300,32.5815,0.0,43.0,1009.3,6.924738,9.36
20191011T1400,32.571503,0.0,43.0,1008.3,7.5942073,10.08
20191011T1500,32.2415,0.0,43.0,1007.5,7.928178,9.36
20191011T1600,31.5815,0.0,46.0,1007.5,8.28,10.799999
20191011T1700,29.9215,0.0,54.0,1007.4,6.9899354,11.159999
20191011T1800,29.1915,0.0,57.0,1007.9,7.24486,12.599999
20191011T1900,28.4815,0.0,59.0,1008.5,7.2,13.32
20191011T2000,27.7815,0.0,62.0,1009.3,7.6367526,14.04
20191011T2100,27.0615,0.0,65.0,1009.8,7.8954163,14.759999
20191011T2200,26.3015,0.0,67.0,1009.8,7.8954163,15.119999
20191011T2300,25.7115,0.0,69.0,1009.8,7.8954163,15.119999
20191012T0000,25.2015,0.0,71.0,1009.9,7.928177,14.759999
20191012T0100,24.7315,0.0,72.0,1010.0,7.5942082,14.04
20191012T0200,24.1715,0.0,74.0,1009.7,7.0911775,13.679999
20191012T0300,23.6015,0.0,77.0,1009.5,7.172949,12.959999
20191012T0400,23.0415,0.0,79.0,1010.1,6.638072,12.24
20191012T0500,22.5415,0.0,81.0,1010.9,6.28713,11.5199995
20191012T0600,23.151499,0.0,80.0,1011.5,6.0347,10.440001
20191012T0700,25.5115,0.0,76.0,1011.9,2.9024127,8.64
20191012T0800,29.0115,0.0,61.0,1012.6,3.671294,7.2
20191012T0900,31.0415,0.0,51.0,1013.0,5.00128,7.2
20191012T1000,31.901499,0.0,41.0,1012.6,7.928177,10.08
20191012T1100,32.4515,0.0,40.0,1012.0,8.209263,10.440001
20191012T1200,32.8515,0.0,39.0,1011.3,8.217153,10.440001
20191012T1300,32.961502,0.0,38.0,1010.4,9.339208,13.679999
20191012T1400,32.9915,0.0,37.0,1009.3,10.464797,14.759999
20191012T1500,32.5615,0.0,37.0,1008.4,11.269782,14.04
20191012T1600,31.7215,0.0,40.0,1008.4,9.83268,13.679999
20191012T1700,29.9815,0.0,49.0,1008.7,8.049845,13.679999
20191012T1800,29.1215,0.0,51.0,1009.3,7.928178,14.4
20191012T1900,28.2815,0.0,54.0,1009.8,7.5942073,14.759999
20191012T2000,27.4815,0.0,56.0,1010.5,7.69592,15.119999
20191012T2100,26.7015,0.0,58.0,1011.2,7.968939,15.4800005
20191012T2200,25.8715,0.0,61.0,1011.1,7.754637,15.119999
20191012T2300,25.0815,0.0,64.0,1010.8,7.754637,14.759999
20191013T0000,24.3915,0.0,66.0,1010.8,7.754637,14.04
20191013T0100,23.7915,0.0,67.0,1010.7,7.5685663,13.679999
20191013T0200,23.2015,0.0,69.0,1010.3,7.5685663,13.679999
20191013T0300,22.6415,0.0,71.0,1010.1,7.289445,13.32
20191013T0400,22.1915,0.0,72.0,1010.5,7.145796,12.24
20191013T0500,21.7915,0.0,73.0,1011.1,7.145796,11.5199995
20191013T0600,22.3415,0.0,73.0,1011.7,7.9932966,11.5199995
20191013T0700,24.6315,0.0,71.0,1012.2,4.0249224,10.799999
20191013T0800,28.5915,0.0,57.0,1012.9,6.763786,9.0
20191013T0900,30.8515,0.0,49.0,1013.1,7.8625183,8.64
20191013T1000,31.951498,0.0,43.0,1012.6,8.4042845,11.5199995
20191013T1100,32.371502,0.0,39.0,1011.9,9.746631,12.24
20191013T1200,32.7215,0.0,39.0,1011.0,9.726665,18.359999
20191013T1300,32.931503,0.0,39.0,1010.2,10.464798,12.599999
20191013T1400,32.821503,0.0,39.0,1009.1,10.8955765,19.8
20191013T1500,32.521503,0.0,40.0,1008.3,11.304229,13.32
20191013T1600,31.741499,0.0,43.0,1008.3,10.182337,13.679999
20191013T1700,29.6915,0.0,48.0,1009.2,7.928178,12.599999
20191013T1800,28.9815,0.0,50.0,1009.8,7.342588,12.24
20191013T1900,28.1915,0.0,53.0,1010.3,7.729527,12.599999
20191013T2000,27.3815,0.0,56.0,1011.0,7.7043357,12.599999
20191013T2100,26.6015,0.0,58.0,1011.4,7.386582,12.599999
20191013T2200,25.8715,0.0,60.0,1011.3,7.6367526,12.599999
20191013T2300,25.2315,0.0,62.0,1011.3,7.386582,12.24
20180930T0000,27.4315,0.0,66.0,1007.1,7.928177,11.879999
20180930T0100,26.4315,0.0,68.0,1007.0,8.209263,12.959999
20180930T0200,25.5315,0.0,71.0,1006.6,8.161764,14.759999
20180930T0300,24.7015,0.0,73.0,1006.3,7.8954163,16.919998
20180930T0400,23.9215,0.0,76.0,1006.6,7.928177,19.8
20180930T0500,23.1415,0.0,78.0,1007.1,8.942214,20.16
20180930T0600,23.8715,0.0,76.0,1007.7,9.422101,17.64
20180930T0700,27.5315,0.0,65.0,1008.3,7.729527,15.84
20180930T0800,31.4615,0.0,50.0,1008.8,10.948973,15.119999
20180930T0900,34.1915,0.0,40.0,1009.0,13.684735,16.919998
20180930T1000,35.6015,0.0,35.0,1008.4,16.454008,21.599998
20180930T1100,36.3815,0.0,32.0,1007.8,19.930477,18.72
20180930T1200,36.841503,0.0,31.0,1007.2,20.393293,18.72
20180930T1300,37.1115,0.0,29.0,1006.4,20.393293,21.96
20180930T1400,37.071503,0.0,28.0,1005.4,20.858265,16.919998
20180930T1500,36.591503,0.0,28.0,1004.6,20.188908,16.919998
20180930T1600,35.7215,0.0,30.0,1004.6,18.11841,15.4800005
20180930T1700,32.6515,0.0,38.0,1005.1,11.165805,12.959999
20180930T1800,31.7615,0.0,38.0,1005.4,9.255571,11.879999
20180930T1900,30.8015,0.0,41.0,1005.8,9.021574,20.16
20180930T2000,29.6315,0.0,43.0,1006.3,9.793059,19.08
20180930T2100,28.5315,0.0,46.0,1006.7,9.957108,22.319998
20180930T2200,27.5615,0.0,49.0,1006.9,9.931042,22.319998
20180930T2300,26.741499,0.0,52.0,1007.0,9.422101,21.599998
20181001T0000,25.9615,0.0,55.0,1007.1,9.449572,20.880001
20181001T0100,25.1715,0.0,57.0,1006.9,9.220499,20.16
20181001T0200,24.4415,0.0,60.0,1006.6,8.714677,19.8
20181001T0300,23.7715,0.0,62.0,1006.6,8.435069,19.08
20181001T0400,23.1715,0.0,64.0,1007.1,7.928177,18.0
20181001T0500,22.6115,0.0,66.0,1007.8,8.209263,16.56
20181001T0600,23.5615,0.0,65.0,1008.3,8.78872,14.759999
20181001T0700,26.4715,0.0,61.0,1008.9,4.829907,6.12
20181001T0800,31.1015,0.0,45.0,1009.5,8.854829,6.8399997
20181001T0900,33.9915,0.0,38.0,1009.7,7.0911775,16.919998
20181001T1000,35.391502,0.0,35.0,1009.3,6.9527545,12.24
20181001T1100,36.211502,0.0,32.0,1008.7,11.901798,16.919998
20181001T1200,36.661503,0.0,31.0,1008.0,13.039754,17.64
20181001T1300,36.8115,0.0,31.0,1007.2,14.113653,18.0
20181001T1400,36.6715,0.0,31.0,1006.2,14.869351,18.359999
20181001T1500,36.251503,0.0,32.0,1005.6,15.226764,20.16
20181001T1600,35.5115,0.0,32.0,1005.7,14.561099,21.96
20181001T1700,32.871502,0.0,42.0,1006.4,9.36,13.32
20181001T1800,32.2615,0.0,42.0,1006.8,7.9932976,16.199999
20181001T1900,31.4715,0.0,44.0,1007.4,7.628263,15.84
20181001T2000,30.7215,0.0,47.0,1007.8,7.4128532,15.119999
20181001T2100,30.0015,0.0,49.0,1008.1,7.2,14.04
20181001T2200,29.2815,0.0,51.0,1008.0,7.42159,12.959999
20181001T2300,28.571499,0.0,53.0,1007.9,7.386582,11.5199995
20181002T0000,27.8715,0.0,56.0,1007.9,7.6367526,10.08
20181002T0100,27.161499,0.0,58.0,1007.7,7.8954163,9.0
20181002T0200,26.4615,0.0,61.0,1007.5,7.653705,7.5599995
20181002T0300,25.7915,0.0,63.0,1007.4,7.7043357,6.12
20181002T0400,25.161499,0.0,66.0,1007.9,7.5942082,4.68
20181002T0500,24.5415,0.0,69.0,1008.5,7.4128532,5.3999996
20181002T0600,25.1015,0.0,69.0,1009.1,7.729527,7.2
20181002T0700,27.6715,0.0,65.0,1009.6,3.7585104,6.12
20181002T0800,31.5015,0.0,52.0,1010.1,6.4096174,8.64
20181002T0900,33.9715,0.0,42.0,1010.3,7.491114,14.759999
20181002T1000,35.161503,0.0,36.0,1009.9,12.57426,18.72
20181002T1100,35.871502,0.0,34.0,1009.3,15.188415,20.16
20181002T1200,36.411503,0.0,31.0,1008.6,17.283749,21.96
20181002T1300,36.571503,0.0,30.0,1007.8,18.733839,22.68
20181002T1400,36.3815,0.0,31.0,1006.7,19.602652,23.039999
20181002T1500,35.891502,0.0,32.0,1005.9,19.06301,22.68
20181002T1600,35.021503,0.0,34.0,1005.9,17.377226,20.880001
20181002T1700,31.8715,0.0,43.0,1006.6,9.779817,16.919998
20181002T1800,31.3815,0.0,44.0,1007.0,7.9526596,15.84
20181002T1900,30.5515,0.0,48.0,1007.5,7.2359104,15.4800005
20181002T2000,29.8815,0.0,51.0,1008.0,6.4799995,14.759999
20181002T2100,29.2015,0.0,53.0,1008.3,6.2145634,14.759999
20181002T2200,28.4615,0.0,56.0,1008.2,6.6185193,12.24
20181002T2300,27.7115,0.0,59.0,1008.1,6.696387,13.32
20181003T0000,26.8015,0.0,62.0,1008.0,7.145796,10.440001
20181003T0100,25.9315,0.0,65.0,1007.8,7.7879906,7.2
20181003T0200,25.0215,0.0,68.0,1007.5,7.5942082,4.32
20181003T0300,24.0515,0.0,71.0,1007.4,7.7879906,2.52
20181003T0400,23.4215,0.0,72.0,1007.8,7.42159,4.32
20181003T0500,23.1415,0.0,71.0,1008.3,6.9153743,5.3999996
20181003T0600,23.9515,0.0,68.0,1008.9,7.10031,6.8399997
20181003T0700,26.7315,0.0,63.0,1009.5,3.319036,6.8399997
20181003T0800,30.7615,0.0,52.0,1010.1,4.198285,5.04
20181003T0900,33.2915,0.0,44.0,1010.3,5.0911684,15.84
20181003T1000,34.371502,0.0,39.0,1009.9,4.379589,14.759999
20181003T1100,35.411503,0.0,32.0,1009.3,10.365251,19.08
20181003T1200,35.961502,0.0,31.0,1008.6,12.303366,20.16
20181003T1300,36.2615,0.0,30.0,1007.8,13.708391,20.880001
20181003T1400,36.271503,0.0,28.0,1006.9,15.2947035,21.599998
20181003T1500,35.8615,0.0,29.0,1006.3,15.2947035,22.68
20181003T1600,35.071503,0.0,31.0,1006.5,13.849477,21.599998
20181003T1700,32.521503,0.0,37.0,1006.7,9.178235,14.4
20181003T1800,31.8615,0.0,38.0,1007.0,7.4128532,13.679999
20181003T1900,31.0615,0.0,40.0,1007.5,5.315336,14.4
20181003T2000,30.4615,0.0,42.0,1008.1,3.4152596,11.879999
20181003T2100,29.9615,0.0,43.0,1008.6,2.52,9.0
20181003T2200,29.2215,0.0,45.0,1008.7,1.8,6.8399997
20181003T2300,28.5115,0.0,48.0,1008.7,0.8049845,7.5599995
20181004T0000,27.8815,0.0,49.0,1008.8,1.4399999,9.36
20181004T0100,27.2015,0.0,51.0,1008.6,2.5455842,10.440001
20181004T0200,26.3815,0.0,54.0,1008.4,2.8799999,10.08
20181004T0300,25.571499,0.0,57.0,1008.4,2.16,8.64
20181004T0400,24.8115,0.0,60.0,1009.1,0.71999997,6.4799995
20181004T0500,24.1215,0.0,63.0,1009.9,0.71999997,3.6
20181004T0600,25.0215,0.0,65.0,1010.6,3.096837,1.8
20181004T0700,27.1815,0.0,61.0,1011.2,2.5959969,3.96
20181004T0800,30.3015,0.0,52.0,1011.8,2.6208394,3.6
20181004T0900,32.931503,0.0,43.0,1011.9,2.4149535,2.52
20181004T1000,34.5315,0.0,38.0,1011.2,1.8,11.879999
20181004T1100,35.321503,0.0,32.0,1010.6,6.8777895,15.119999
20181004T1200,35.7815,0.0,30.0,1010.0,8.714677,16.56
20181004T1300,36.0615,0.0,28.0,1009.4,10.739832,12.959999
20181004T1400,35.931503,0.0,29.0,1008.6,11.246759,15.4800005
20181004T1500,35.5315,0.0,29.0,1008.1,11.212135,15.119999
20181004T1600,34.771503,0.0,31.0,1008.2,10.182337,13.32
20181004T1700,32.2415,0.0,38.0,1008.2,8.049845,13.32
20181004T1800,31.4415,0.0,40.0,1008.6,5.815978,13.32
