location,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi
lat,28.69986,28.69986,28.69986,28.69986,28.69986,28.69986
lon,77.22596,77.22596,77.22596,77.22596,77.22596,77.22596
asl,203.800,203.800,203.800,203.800,203.800,203.800
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Delhi Temperature [2 m elevation corrected],Delhi Precipitation Total,Delhi Relative Humidity [2 m],Delhi Mean Sea Level Pressure [MSL],Delhi Wind Speed [10 m],Delhi Wind Gust
20201001T0500,24.3792,0.0,30.0,1003.5,8.4042845,12.959999
20201001T0600,23.479198,0.0,32.0,1004.0,8.473393,12.599999
20201001T0700,24.169199,0.0,34.0,1004.2,7.8625183,12.599999
20201001T0800,26.919199,0.0,34.0,1004.8,4.802999,12.24
20201001T0900,30.739199,0.0,26.0,1005.2,8.217153,14.759999
20201001T1000,34.049202,0.0,21.0,1004.7,10.495713,14.4
20201001T1100,36.589203,0.0,17.0,1003.8,14.007655,20.880001
20201001T1200,38.1292,0.0,14.0,1002.8,16.92383,14.759999
20201001T1300,38.8292,0.0,14.0,1002.2,20.12461,17.28
20201001T1400,39.139202,0.0,14.0,1001.1,20.371038,18.0
20201001T1500,39.159203,0.0,14.0,1000.1,19.602652,18.72
20201001T1600,38.9492,0.0,14.0,1000.0,17.581125,18.359999
20201001T1700,36.889202,0.0,14.0,1001.1,11.298495,20.880001
20201001T1800,35.6892,0.0,15.0,1001.5,9.0645685,18.0
20201001T1900,34.659203,0.0,17.0,1001.9,4.3349743,14.4
20201001T2000,34.179203,0.0,18.0,1002.5,0.0,9.72
20201001T2100,33.909203,0.0,17.0,1003.0,3.319036,8.28
20201001T2200,33.3792,0.0,18.0,1002.7,5.8603754,12.599999
20201001T2300,32.8592,0.0,19.0,1002.3,6.638072,11.159999
20201002T0000,32.089203,0.0,20.0,1002.1,6.193674,10.440001
20201002T0100,31.0992,0.0,22.0,1002.2,5.6920996,9.72
20201002T0200,29.9292,0.0,24.0,1001.9,5.7599998,9.72
20201002T0300,28.6892,0.0,26.0,1001.7,5.937272,10.440001
20201002T0400,27.5492,0.0,27.0,1002.0,6.28713,11.159999
20201002T0500,26.3892,0.0,29.0,1002.5,5.692099,11.159999
20201002T0600,25.3692,0.0,31.0,1002.9,5.0911684,10.08
20201002T0700,25.2192,0.0,35.0,1003.4,4.3349743,9.0
20201002T0800,27.5492,0.0,35.0,1004.2,1.609969,7.5599995
20201002T0900,31.0992,0.0,26.0,1004.9,4.198285,5.7599998
20201002T1000,34.3092,0.0,22.0,1004.6,5.1544156,6.12
20201002T1100,36.8492,0.0,17.0,1003.8,6.4799995,9.36
20201002T1200,38.3692,0.0,14.0,1003.1,8.287822,9.72
20201002T1300,39.1092,0.0,12.0,1002.6,9.346143,10.440001
20201002T1400,39.4392,0.0,11.0,1001.8,9.346143,10.799999
20201002T1500,39.4692,0.0,11.0,1001.0,9.531505,10.799999
20201002T1600,39.2092,0.0,10.0,1000.9,9.178235,11.159999
20201002T1700,36.339203,0.0,15.0,1002.3,5.904439,9.0
20201002T1800,35.6492,0.0,16.0,1002.6,3.8268526,6.4799995
20201002T1900,35.249203,0.0,16.0,1003.1,1.609969,5.04
20201002T2000,34.5792,0.0,17.0,1003.8,0.8049845,4.68
20201002T2100,33.999203,0.0,18.0,1004.5,0.5091169,3.96
20201002T2200,33.139202,0.0,18.0,1004.4,3.0547013,5.7599998
20201002T2300,32.0592,0.0,19.0,1004.1,5.3999996,8.28
20201003T0000,30.729198,0.0,20.0,1004.1,6.439876,10.08
20201003T0100,29.409199,0.0,19.0,1004.2,6.725354,12.599999
20201003T0200,28.0292,0.0,18.0,1004.0,6.849467,15.119999
20201003T0300,26.649199,0.0,18.0,1003.8,6.924738,17.28
20201003T0400,25.2992,0.0,19.0,1004.1,6.725354,16.919998
20201003T0500,24.0892,0.0,20.0,1004.6,6.379216,14.4
20201003T0600,23.0892,0.0,23.0,1005.0,6.379216,11.5199995
20201003T0700,23.5192,0.0,25.0,1005.4,6.151683,9.36
20201003T0800,26.0892,0.0,27.0,1006.2,2.9024127,7.2
20201003T0900,29.229198,0.0,23.0,1006.7,3.0547013,8.64
20201003T1000,32.569202,0.0,22.0,1006.5,2.5959969,8.64
20201003T1100,35.3792,0.0,18.0,1005.9,4.6102495,2.8799999
20201003T1200,37.2892,0.0,14.0,1005.2,9.028754,7.2
20201003T1300,37.8692,0.0,12.0,1004.6,9.085988,7.5599995
20201003T1400,38.0992,0.0,12.0,1003.5,9.504272,8.28
20201003T1500,38.0592,0.0,12.0,1002.6,9.449572,9.72
20201003T1600,37.7592,0.0,12.0,1002.7,9.686609,10.440001
20201003T1700,35.3792,0.0,14.0,1003.9,7.127636,6.12
20201003T1800,34.7892,0.0,14.0,1004.4,5.3517847,3.6
20201003T1900,33.999203,0.0,15.0,1004.8,3.8268526,3.6
20201003T2000,33.5392,0.0,15.0,1005.4,2.968636,2.8799999
20201003T2100,33.139202,0.0,16.0,1006.0,3.4152596,3.6
20201003T2200,32.6092,0.0,16.0,1006.0,5.3999996,5.04
20201003T2300,32.1692,0.0,16.0,1005.9,6.4096174,6.12
20201004T0000,31.5992,0.0,17.0,1005.9,6.989936,5.7599998
20201004T0100,30.819199,0.0,18.0,1005.9,7.10031,5.3999996
20201004T0200,29.8592,0.0,19.0,1005.5,6.9527545,5.04
20201004T0300,28.729198,0.0,20.0,1005.1,6.849467,5.04
20201004T0400,27.479198,0.0,22.0,1005.5,6.830519,11.879999
20201004T0500,25.999199,0.0,23.0,1006.1,6.989936,13.32
20201004T0600,24.7092,0.0,25.0,1006.6,6.696387,14.4
20201004T0700,24.5492,0.0,28.0,1007.1,6.28713,15.119999
20201004T0800,26.8492,0.0,29.0,1007.8,3.96,13.679999
20201004T0900,30.5192,0.0,21.0,1008.2,8.12197,13.32
20201004T1000,33.6192,0.0,18.0,1007.7,9.531505,11.5199995
20201004T1100,35.9692,0.0,14.0,1006.7,10.630672,10.799999
20201004T1200,37.1192,0.0,12.0,1005.7,15.30741,12.959999
20201004T1300,37.679203,0.0,11.0,1004.8,16.08761,13.679999
20201004T1400,37.9492,0.0,11.0,1003.5,16.595179,14.759999
20201004T1500,37.929203,0.0,10.0,1002.6,16.323528,17.28
20201004T1600,37.6192,0.0,10.0,1002.4,15.530151,15.4800005
20201004T1700,35.2092,0.0,14.0,1004.1,9.290511,11.5199995
20201004T1800,34.5292,0.0,14.0,1004.6,6.6087217,8.28
20201004T1900,33.5092,0.0,16.0,1004.9,4.510787,10.440001
20201004T2000,32.9692,0.0,16.0,1005.3,2.3051248,8.28
20201004T2100,32.4892,0.0,17.0,1005.8,1.609969,5.3999996
20201004T2200,32.0592,0.0,17.0,1005.8,4.39436,3.6
20201004T2300,31.579199,0.0,18.0,1005.6,6.4096174,6.8399997
20201005T0000,30.8492,0.0,18.0,1005.6,7.653705,8.28
20201005T0100,29.8892,0.0,19.0,1005.5,8.217153,10.08
20201005T0200,28.3692,0.0,21.0,1005.3,8.049845,12.599999
20201005T0300,26.7192,0.0,22.0,1005.0,8.311245,13.679999
20201005T0400,25.159199,0.0,24.0,1005.5,7.8625183,14.4
20201005T0500,23.7892,0.0,25.0,1006.2,7.628263,14.4
20201005T0600,22.6392,0.0,27.0,1006.7,7.5170207,14.4
20201005T0700,23.0292,0.0,29.0,1007.0,6.725354,14.04
20201005T0800,25.6092,0.0,29.0,1007.6,3.9763298,12.599999
20201005T0900,29.569199,0.0,23.0,1008.0,7.289445,14.04
20201005T1000,32.9192,0.0,21.0,1007.5,7.5942082,11.879999
20201005T1100,35.8292,0.0,15.0,1006.5,11.966954,10.799999
20201005T1200,37.0792,0.0,11.0,1005.7,13.18308,11.5199995
20201005T1300,37.7092,0.0,11.0,1005.0,12.096214,13.32
20201005T1400,38.049202,0.0,10.0,1003.9,12.313894,13.679999
20201005T1500,38.089203,0.0,10.0,1002.9,12.538134,14.04
20201005T1600,37.8092,0.0,10.0,1002.8,12.181624,15.119999
20201005T1700,35.3292,0.0,14.0,1004.0,6.989936,10.799999
20201005T1800,34.639202,0.0,15.0,1004.3,4.8433046,8.28
20201005T1900,34.0192,0.0,15.0,1004.7,3.396233,7.2
20201005T2000,33.569202,0.0,15.0,1005.3,3.2399998,5.7599998
20201005T2100,32.9392,0.0,16.0,1005.8,4.6102495,4.32
20201005T2200,32.389202,0.0,16.0,1005.5,6.638072,5.7599998
20201005T2300,31.6192,0.0,17.0,1005.3,7.6367526,6.8399997
20201006T0000,30.4692,0.0,18.0,1005.3,7.7879906,9.0
20201006T0100,29.0492,0.0,19.0,1005.7,7.42159,10.799999
20201006T0200,27.489199,0.0,20.0,1005.5,7.208994,11.879999
20201006T0300,26.0392,0.0,22.0,1005.2,6.9899354,11.879999
20201006T0400,24.809198,0.0,23.0,1005.5,7.072878,10.440001
20201006T0500,23.729198,0.0,24.0,1006.3,6.9899354,9.72
20201006T0600,22.5992,0.0,26.0,1006.8,7.342588,9.36
20201006T0700,22.7992,0.0,28.0,1007.3,6.638072,9.36
20201006T0800,25.2592,0.0,29.0,1008.0,3.6,7.5599995
20201006T0900,29.239199,0.0,22.0,1008.5,4.6800003,9.36
20201006T1000,32.4492,0.0,21.0,1008.2,4.73506,7.92
20201006T1100,35.4492,0.0,16.0,1007.4,7.10031,10.440001
20201006T1200,37.0392,0.0,11.0,1006.6,11.808878,9.72
20201006T1300,37.729202,0.0,10.0,1005.9,12.287555,11.159999
20201006T1400,38.1192,0.0,10.0,1004.8,12.10157,11.879999
20201006T1500,38.179203,0.0,10.0,1003.8,11.609651,13.679999
20201006T1600,37.8992,0.0,10.0,1003.8,10.805998,13.32
20201006T1700,35.839203,0.0,13.0,1004.3,7.754637,12.24
20201006T1800,35.0392,0.0,13.0,1004.7,5.771239,10.08
20201006T1900,34.139202,0.0,14.0,1005.2,4.452954,9.36
20201006T2000,33.3492,0.0,15.0,1005.8,3.319036,7.92
20201006T2100,32.679203,0.0,16.0,1006.5,3.2599385,6.12
20201006T2200,32.0392,0.0,17.0,1006.4,4.39436,5.04
20201006T2300,31.4392,0.0,18.0,1006.3,5.5887027,3.96
20201007T0000,30.739199,0.0,18.0,1006.4,6.519877,5.04
20201007T0100,29.8592,0.0,20.0,1006.6,6.12,6.4799995
20201007T0200,28.8392,0.0,21.0,1006.4,4.73506,7.5599995
20201007T0300,27.8392,0.0,23.0,1006.4,2.2768397,8.64
20201007T0400,26.8492,0.0,24.0,1006.9,0.71999997,6.8399997
20201007T0500,25.6092,0.0,26.0,1007.6,3.0547013,5.7599998
20201007T0600,24.559198,0.0,29.0,1008.3,4.6800003,5.3999996
20201007T0700,24.489199,0.0,31.0,1009.2,6.162207,7.2
20201007T0800,26.409199,0.0,32.0,1010.2,3.6179552,6.8399997
20201007T0900,30.169199,0.0,25.0,1010.8,3.319036,6.4799995
20201007T1000,33.1492,0.0,21.0,1010.4,5.0911684,5.3999996
20201007T1100,35.3492,0.0,17.0,1009.4,6.2145634,4.68
20201007T1200,36.7192,0.0,14.0,1008.3,3.319036,5.3999996
20201007T1300,37.589203,0.0,11.0,1007.9,4.3498964,6.4799995
20201007T1400,37.839203,0.0,11.0,1007.0,5.8048253,8.28
20201007T1500,37.819202,0.0,11.0,1006.1,6.696387,9.72
20201007T1600,37.5292,0.0,11.0,1005.9,7.7043357,11.159999
20201007T1700,35.6192,0.0,12.0,1006.3,6.989936,7.92
20201007T1800,34.909203,0.0,13.0,1006.8,5.2416787,9.36
20201007T1900,34.0092,0.0,14.0,1007.1,4.68,9.36
20201007T2000,33.069202,0.0,15.0,1007.4,3.8773184,8.64
20201007T2100,32.3592,0.0,16.0,1007.9,2.5455842,7.2
20201007T2200,31.8392,0.0,16.0,1007.7,1.1384199,4.32
20201007T2300,31.4392,0.0,17.0,1007.6,2.52,2.16
20201008T0000,30.8492,0.0,17.0,1007.6,4.802999,2.52
20201008T0100,30.399199,0.0,18.0,1007.8,6.151683,4.68
20201008T0200,29.659199,0.0,19.0,1007.5,6.489992,4.68
20201008T0300,28.489199,0.0,20.0,1007.2,5.6233797,6.12
20201008T0400,26.8792,0.0,22.0,1007.6,3.96,6.4799995
20201008T0500,25.0892,0.0,25.0,1008.3,3.8268526,9.72
20201008T0600,23.729198,0.0,27.0,1009.0,3.671294,9.72
20201008T0700,23.7692,0.0,29.0,1009.6,2.9024127,10.799999
20201008T0800,25.999199,0.0,30.0,1010.3,1.0182338,11.159999
20201008T0900,29.7792,0.0,23.0,1010.8,2.6208394,8.64
20201008T1000,32.8092,0.0,19.0,1010.2,4.8965297,6.8399997
20201008T1100,35.1492,0.0,15.0,1009.3,5.937272,7.5599995
20201008T1200,36.7392,0.0,12.0,1008.3,5.634891,7.5599995
20201008T1300,37.3792,0.0,10.0,1007.7,6.297428,7.92
20201008T1400,37.5992,0.0,10.0,1006.8,5.495161,7.92
20201008T1500,37.5392,0.0,10.0,1005.8,5.1919937,7.5599995
20201008T1600,37.1992,0.0,10.0,1005.7,4.6938257,7.5599995
20201008T1700,34.8592,0.0,13.0,1006.6,7.24486,10.08
20201008T1800,34.1492,0.0,13.0,1006.9,5.1544156,4.68
20201008T1900,33.319202,0.0,14.0,1007.0,4.379589,9.0
20201008T2000,32.5192,0.0,15.0,1007.5,4.072935,7.92
20201008T2100,31.809198,0.0,16.0,1008.0,3.96,4.68
20201008T2200,31.159199,0.0,17.0,1008.0,4.5820518,5.3999996
20201008T2300,30.4692,0.0,18.0,1007.8,5.2416787,2.8799999
20201009T0000,29.729198,0.0,19.0,1007.8,6.4799995,4.32
20201009T0100,28.919199,0.0,20.0,1008.0,6.5693827,7.2
20201009T0200,28.0492,0.0,22.0,1008.0,5.815978,9.72
20201009T0300,27.169199,0.0,23.0,1007.9,4.6938257,11.879999
20201009T0400,26.2892,0.0,24.0,1008.1,3.096837,14.759999
20201009T0500,25.5492,0.0,25.0,1008.6,1.8,15.119999
20201009T0600,24.7892,0.0,27.0,1009.0,2.3051248,14.759999
20201009T0700,24.6792,0.0,28.0,1009.8,3.5455887,13.32
20201009T0800,26.409199,0.0,30.0,1010.8,2.968636,9.72
20201009T0900,30.4392,0.0,25.0,1011.4,4.1046314,6.8399997
20201009T1000,33.2792,0.0,18.0,1010.9,6.28713,6.8399997
20201009T1100,35.249203,0.0,15.0,1009.9,6.28713,5.3999996
20201009T1200,36.249203,0.0,13.0,1009.0,3.6179552,6.8399997
20201009T1300,36.839203,0.0,12.0,1008.5,0.35999998,5.04
20201009T1400,37.069202,0.0,11.0,1007.6,0.8049845,5.7599998
20201009T1500,37.0092,0.0,11.0,1006.7,1.2979984,6.12
20201009T1600,36.6692,0.0,11.0,1006.4,1.2979984,5.3999996
20201009T1700,34.479202,0.0,15.0,1006.9,4.6800003,5.7599998
20201009T1800,33.819202,0.0,16.0,1007.1,3.2399998,5.04
20201009T1900,33.1992,0.0,17.0,1007.5,2.968636,5.3999996
20201009T2000,32.5292,0.0,17.0,1008.2,3.0758414,5.3999996
20201009T2100,31.9592,0.0,18.0,1008.9,2.5959969,4.68
20201009T2200,31.409199,0.0,18.0,1008.6,2.16,3.2399998
20201009T2300,30.7692,0.0,19.0,1008.2,2.8116899,2.8799999
20201010T0000,30.149199,0.0,20.0,1008.0,4.0249224,4.68
20201010T0100,29.5992,0.0,21.0,1008.1,4.379589,6.12
20201010T0200,28.9292,0.0,23.0,1007.9,3.9763298,6.4799995
20201010T0300,28.0892,0.0,24.0,1007.7,3.8268526,7.92
20201010T0400,27.059198,0.0,26.0,1007.7,4.0249224,8.28
20201010T0500,25.9492,0.0,27.0,1008.0,4.0249224,9.72
20201010T0600,24.829199,0.0,29.0,1008.3,3.9763298,10.799999
20201010T0700,24.5492,0.0,31.0,1008.9,4.39436,11.5199995
20201010T0800,26.4592,0.0,32.0,1009.6,2.3051248,8.28
20201010T0900,30.0092,0.0,24.0,1010.0,6.130579,10.799999
20201010T1000,32.979202,0.0,19.0,1009.2,7.5685663,9.0
20201010T1100,35.2592,0.0,16.0,1008.0,10.028439,9.72
20201010T1200,36.409203,0.0,13.0,1006.8,14.277983,16.919998
20201010T1300,37.0092,0.0,12.0,1006.0,15.2947035,18.359999
20201010T1400,37.2692,0.0,12.0,1005.0,14.81259,18.0
20201010T1500,37.2392,0.0,12.0,1004.1,14.512064,18.0
20201010T1600,36.909203,0.0,12.0,1003.9,13.584932,16.919998
20201010T1700,34.979202,0.0,16.0,1005.0,8.587338,13.679999
20201010T1800,34.319202,0.0,16.0,1005.3,6.6185193,12.959999
20201010T1900,33.3292,0.0,18.0,1005.7,3.7585104,10.08
20201010T2000,32.8492,0.0,18.0,1006.3,0.71999997,6.4799995
20201010T2100,32.5392,0.0,18.0,1006.9,3.6,2.52
20201010T2200,32.1492,0.0,19.0,1006.7,6.2145634,7.2
20201010T2300,31.6292,0.0,19.0,1006.4,6.763786,6.12
20201011T0000,30.7992,0.0,21.0,1006.2,6.638072,5.3999996
20201011T0100,29.669199,0.0,22.0,1006.3,5.95906,7.5599995
20201011T0200,28.2892,0.0,24.0,1006.1,5.7599998,9.0
20201011T0300,26.9292,0.0,25.0,1005.9,6.0347,10.08
20201011T0400,25.5092,0.0,26.0,1006.1,5.991594,10.799999
20201011T0500,24.2892,0.0,27.0,1006.5,5.1165614,10.440001
20201011T0600,23.2792,0.0,29.0,1006.8,4.6102495,9.36
20201011T0700,23.329199,0.0,31.0,1007.3,3.8268526,8.28
20201011T0800,25.729198,0.0,31.0,1008.0,1.484318,6.8399997
20201011T0900,29.0992,0.0,25.0,1008.5,2.968636,7.92
20201011T1000,32.3792,0.0,22.0,1007.8,3.96,7.92
20201011T1100,35.0592,0.0,17.0,1006.7,5.506941,8.64
20201011T1200,36.339203,0.0,14.0,1005.6,10.883676,12.599999
20201011T1300,36.8992,0.0,13.0,1004.8,10.685391,12.959999
20201011T1400,37.1892,0.0,12.0,1003.7,10.883676,12.599999
20201011T1500,37.1692,0.0,12.0,1002.6,11.090103,12.24
20201011T1600,36.839203,0.0,12.0,1002.4,10.799999,12.599999
20201011T1700,34.819202,0.0,17.0,1003.0,8.557102,10.08
20201011T1800,34.139202,0.0,18.0,1003.3,5.8048253,11.159999
20201011T1900,33.229202,0.0,20.0,1003.7,3.2599385,8.64
20201011T2000,32.889202,0.0,20.0,1004.2,1.4399999,5.3999996
20201011T2100,32.319202,0.0,21.0,1004.7,3.7064266,3.2399998
20201011T2200,31.8392,0.0,22.0,1004.6,5.771239,2.52
20201011T2300,31.239199,0.0,22.0,1004.4,6.5693827,4.32
20201012T0000,30.399199,0.0,23.0,1004.3,6.439876,6.8399997
20201012T0100,29.3892,0.0,25.0,1004.4,5.3517847,8.28
20201012T0200,28.239199,0.0,26.0,1004.1,3.7064266,9.0
20201012T0300,27.079199,0.0,27.0,1003.7,2.16,8.28
20201012T0400,25.979198,0.0,28.0,1003.9,2.16,5.7599998
20201012T0500,25.0092,0.0,30.0,1004.4,3.563818,3.2399998
20201012T0600,24.229198,0.0,33.0,1005.0,4.2136917,1.8
20201012T0700,24.3692,0.0,35.0,1005.6,3.96,2.52
20201012T0800,26.499199,0.0,35.0,1006.2,1.484318,1.8
20201012T0900,29.569199,0.0,27.0,1006.6,2.3051248,2.16
20201012T1000,32.409203,0.0,22.0,1005.9,3.6,2.16
20201012T1100,34.6892,0.0,18.0,1004.9,3.319036,2.16
20201012T1200,36.0392,0.0,15.0,1003.8,2.0991426,5.7599998
20201012T1300,36.5092,0.0,14.0,1003.2,2.8116899,6.8399997
20201012T1400,36.7392,0.0,14.0,1002.3,2.5959969,6.4799995
20201012T1500,36.6892,0.0,14.0,1001.4,2.4149535,3.6
20201012T1600,36.3792,0.0,14.0,1001.4,1.9386592,2.52
20201012T1700,34.6192,0.0,17.0,1002.0,5.0142193,6.4799995
20201012T1800,34.1692,0.0,17.0,1002.5,1.484318,2.16
20201012T1900,33.819202,0.0,18.0,1002.8,1.835647,2.16
20201012T2000,33.159203,0.0,19.0,1003.3,5.5887027,3.96
20201012T2100,32.6292,0.0,19.0,1003.9,7.342588,4.32
20201012T2200,31.669199,0.0,21.0,1004.0,7.69592,4.32
20201012T2300,30.479198,0.0,23.0,1003.9,7.42159,3.96
20201013T0000,29.419199,0.0,25.0,1004.0,7.0911775,6.8399997
20201013T0100,28.3792,0.0,27.0,1004.2,6.489992,12.959999
20201013T0200,27.3392,0.0,28.0,1004.0,6.1305785,13.32
20201013T0300,26.3892,0.0,30.0,1004.0,5.95906,11.879999
20201013T0400,25.569199,0.0,32.0,1004.4,6.162207,10.440001
20201013T0500,24.819199,0.0,33.0,1005.0,7.5599995,12.24
20201013T0600,23.579199,0.0,37.0,1005.5,7.6367526,13.679999
20201013T0700,23.7892,0.0,40.0,1006.1,6.924738,16.199999
20201013T0800,26.5392,0.0,39.0,1006.8,3.9763298,10.08
20201013T0900,29.8692,0.0,36.0,1007.3,8.404285,12.24
20201013T1000,32.5292,0.0,32.0,1007.0,10.233123,9.72
20201013T1100,34.229202,0.0,24.0,1006.1,6.989936,6.4799995
20201013T1200,34.9592,0.0,22.0,1005.3,4.6938257,4.32
20201013T1300,35.4892,0.0,21.0,1004.7,3.6,2.8799999
20201013T1400,35.749203,0.0,20.0,1003.8,2.8116899,2.52
20201013T1500,35.729202,0.0,20.0,1002.9,2.0364676,1.4399999
20201013T1600,35.4392,0.0,20.0,1003.0,1.2979984,1.8
20201013T1700,34.1492,0.0,29.0,1003.8,2.5455842,4.32
20201013T1800,33.589203,0.0,31.0,1004.3,1.609969,2.16
20201013T1900,33.229202,0.0,31.0,1004.7,4.452954,5.04
20201013T2000,32.729202,0.0,32.0,1005.2,6.151683,6.4799995
20201013T2100,31.989199,0.0,33.0,1005.8,7.24486,8.64
20201013T2200,31.069199,0.0,35.0,1005.9,7.289445,9.72
20201013T2300,30.079199,0.0,37.0,1005.9,7.386582,10.799999
20190930T0000,24.239199,0.0,84.0,1011.4,8.225035,12.959999
20190930T0100,24.079199,0.0,85.0,1011.2,8.049845,11.879999
20190930T0200,23.899199,0.0,86.0,1010.7,7.5685663,11.159999
20190930T0300,23.6892,0.0,87.0,1010.2,6.8399997,10.440001
20190930T0400,23.569199,0.0,88.0,1010.4,6.489992,9.72
20190930T0500,23.5392,0.0,88.0,1010.7,5.771239,9.36
20190930T0600,23.5992,0.0,87.0,1011.0,5.1544156,8.28
20190930T0700,24.059198,0.0,85.0,1011.2,6.3690495,8.28
20190930T0800,24.819199,0.0,82.0,1011.9,6.28713,7.2
20190930T0900,25.649199,0.0,78.0,1012.4,5.1544156,5.3999996
20190930T1000,26.5092,0.0,74.0,1012.1,4.379589,3.96
20190930T1100,26.8492,0.0,72.0,1011.3,3.0547013,4.32
20190930T1200,27.479198,0.1,69.0,1010.7,2.16,2.8799999
20190930T1300,28.809198,0.0,63.0,1009.9,0.8049845,1.8
20190930T1400,29.5392,0.0,59.0,1008.7,1.8,2.16
20190930T1500,29.9592,0.0,57.0,1007.6,3.2599385,3.6
20190930T1600,29.999199,0.0,56.0,1007.3,4.32,5.04
20190930T1700,28.829199,0.1,61.0,1007.3,11.252519,12.599999
20190930T1800,28.1292,0.0,63.0,1007.7,9.531505,11.159999
20190930T1900,27.319199,0.0,68.0,1008.1,9.826088,16.919998
20190930T2000,26.569199,0.0,72.0,1008.6,10.446206,19.44
20190930T2100,26.0192,0.0,75.0,1009.1,10.440001,21.599998
20190930T2200,25.5892,0.0,76.0,1009.0,10.08,22.319998
20190930T2300,25.239199,0.0,78.0,1008.9,9.72,22.319998
20191001T0000,24.8892,0.0,80.0,1008.9,9.007196,14.759999
20191001T0100,24.499199,0.0,82.0,1009.1,8.825508,14.4
20191001T0200,24.1792,0.0,84.0,1008.7,9.227524,14.759999
20191001T0300,24.249199,0.1,84.0,1008.2,9.360001,16.919998
20191001T0400,24.0192,0.0,85.0,1008.2,11.043261,20.16
20191001T0500,23.749199,0.0,87.0,1008.5,11.013882,12.959999
20191001T0600,23.479198,0.0,89.0,1008.6,11.252519,12.959999
20191001T0700,24.4592,0.0,85.0,1008.7,12.261158,10.440001
20191001T0800,26.2592,0.0,78.0,1009.2,12.768586,11.159999
20191001T0900,28.2192,0.0,72.0,1009.6,10.144082,9.36
20191001T1000,29.5892,0.0,62.0,1009.1,6.725354,5.3999996
20191001T1100,30.649199,0.0,56.0,1008.5,5.7599998,7.2
20191001T1200,31.559198,0.0,53.0,1007.8,5.506941,9.36
20191001T1300,32.299202,0.0,49.0,1007.2,6.0347,8.64
20191001T1400,32.6892,0.0,48.0,1006.1,6.6087217,10.440001
20191001T1500,32.7892,0.0,46.0,1005.3,7.8954163,10.799999
20191001T1600,32.6492,0.0,46.0,1005.4,8.669949,11.879999
20191001T1700,30.3892,0.0,53.0,1005.9,9.531505,10.08
20191001T1800,29.7092,0.0,55.0,1006.5,7.628263,10.08
20191001T1900,29.1992,0.0,57.0,1007.1,6.6185193,5.7599998
20191001T2000,28.6892,0.0,60.0,1007.9,6.379216,10.440001
20191001T2100,28.1892,0.0,62.0,1008.7,6.5693827,10.799999
20191001T2200,27.6192,0.0,64.0,1008.7,7.2359104,11.5199995
20191001T2300,27.0092,0.0,66.0,1008.7,7.92,10.440001
20191002T0000,26.399199,0.0,68.0,1008.8,7.9526596,10.440001
20191002T0100,25.7792,0.0,71.0,1009.2,8.4042845,11.159999
20191002T0200,25.1892,0.0,74.0,1009.0,8.473393,11.5199995
20191002T0300,24.7192,0.0,76.0,1008.7,8.473393,11.5199995
20191002T0400,24.319199,0.0,78.0,1008.8,8.209263,11.159999
20191002T0500,23.9492,0.0,80.0,1009.4,7.42159,10.799999
20191002T0600,23.649199,0.0,82.0,1009.9,7.42159,10.08
20191002T0700,24.9492,0.0,78.0,1010.4,6.489992,9.0
20191002T0800,26.989199,0.0,70.0,1011.0,9.107359,9.36
20191002T0900,29.0292,0.0,62.0,1011.4,8.217153,8.28
20191002T1000,30.2192,0.0,56.0,1010.9,3.7585104,7.2
20191002T1100,31.1992,0.0,53.0,1010.1,2.16,9.0
20191002T1200,32.159203,0.0,49.0,1009.3,2.3051248,8.64
20191002T1300,32.9492,0.0,46.0,1008.8,3.4152596,9.0
20191002T1400,33.4392,0.0,43.0,1007.7,5.506941,11.879999
20191002T1500,33.569202,0.0,41.0,1006.7,7.4128532,12.959999
20191002T1600,33.499203,0.0,39.0,1006.2,5.3517847,13.32
20191002T1700,32.0292,0.0,46.0,1006.7,5.8603754,12.24
20191002T1800,31.3692,0.0,48.0,1007.1,4.5536795,10.799999
20191002T1900,30.7892,0.0,51.0,1007.6,6.379216,6.8399997
20191002T2000,30.1192,0.0,53.0,1008.2,7.4128532,10.440001
20191002T2100,29.4392,0.0,55.0,1008.8,7.7043357,12.599999
20191002T2200,28.749199,0.0,57.0,1008.5,8.404285,10.08
20191002T2300,28.1392,0.0,59.0,1008.2,8.913181,11.5199995
20191003T0000,27.579199,0.0,61.0,1008.2,8.913181,7.5599995
20191003T0100,27.0492,0.0,64.0,1008.3,8.654987,9.72
20191003T0200,26.5492,0.0,66.0,1008.0,8.161764,12.599999
20191003T0300,26.079199,0.0,68.0,1007.7,7.653705,12.599999
20191003T0400,25.649199,0.0,71.0,1008.0,7.127636,12.24
20191003T0500,25.229198,0.0,73.0,1008.8,6.8777895,12.24
20191003T0600,24.899199,0.0,75.0,1009.3,6.9153743,12.24
20191003T0700,25.9692,0.0,72.0,1009.6,6.193674,11.159999
20191003T0800,27.989199,0.0,65.0,1010.0,7.5942082,8.64
20191003T0900,30.249199,0.0,57.0,1010.3,8.089993,8.64
