location,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad
lat,23.04292,23.04292,23.04292,23.04292,23.04292,23.04292
lon,72.54681,72.54681,72.54681,72.54681,72.54681,72.54681
asl,55.400,55.400,55.400,55.400,55.400,55.400
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Ahmedabad Temperature [2 m elevation corrected],Ahmedabad Precipitation Total,Ahmedabad Relative Humidity [2 m],Ahmedabad Mean Sea Level Pressure [MSL],Ahmedabad Wind Speed [10 m],Ahmedabad Wind Gust
20191001T2300,27.476099,0.0,79.0,1010.2,9.220499,14.4
20191002T0000,27.0361,0.0,81.0,1010.2,10.30883,15.84
20191002T0100,26.4361,0.0,84.0,1010.3,10.24578,16.56
20191002T0200,25.9461,0.0,87.0,1010.0,10.587917,16.919998
20191002T0300,25.5161,0.0,90.0,1009.7,10.24578,16.919998
20191002T0400,25.1861,0.0,92.0,1009.9,9.449572,16.199999
20191002T0500,24.8961,0.0,93.0,1010.8,8.427383,15.4800005
20191002T0600,24.6161,0.0,95.0,1011.5,8.373386,18.359999
20191002T0700,25.0661,0.0,93.0,1012.2,8.891344,18.359999
20191002T0800,25.7461,0.0,90.0,1012.9,10.948973,16.919998
20191002T0900,26.636099,0.0,87.0,1013.5,11.525623,16.56
20191002T1000,27.9061,0.0,79.0,1013.6,11.525623,14.759999
20191002T1100,29.5361,0.0,70.0,1012.9,11.928989,11.159999
20191002T1200,30.976099,0.0,63.0,1012.2,12.6462,14.4
20191002T1300,31.9861,0.0,58.0,1011.2,12.959999,11.5199995
20191002T1400,32.536102,0.0,56.0,1010.2,13.339445,10.799999
20191002T1500,32.8361,0.0,53.0,1009.2,13.979871,10.799999
20191002T1600,32.7461,0.0,53.0,1008.9,13.896187,10.440001
20191002T1700,32.056103,0.0,54.0,1009.1,8.654986,11.5199995
20191002T1800,31.3261,0.0,56.0,1009.5,6.489992,10.440001
20191002T1900,30.8561,0.0,58.0,1010.0,7.10031,10.440001
20191002T2000,29.796099,0.0,65.0,1010.6,8.4042845,12.24
20191002T2100,28.1661,0.0,76.0,1011.4,11.212135,14.759999
20191002T2200,26.8261,0.0,87.0,1011.5,12.371645,14.759999
20191002T2300,26.456099,0.0,89.0,1011.1,11.013882,14.04
20191003T0000,26.216099,0.0,91.0,1010.9,9.227524,13.32
20191003T0100,25.9461,0.0,93.0,1010.8,8.161764,13.679999
20191003T0200,25.706099,0.0,94.0,1010.3,7.4128532,11.159999
20191003T0300,25.5661,0.0,91.0,1009.7,7.42159,10.08
20191003T0400,25.5661,0.0,87.0,1009.7,7.2,8.64
20191003T0500,25.5261,0.0,86.0,1010.3,6.5693827,16.56
20191003T0600,25.1761,0.0,88.0,1010.8,5.0911684,12.24
20191003T0700,25.5961,0.0,88.0,1011.3,5.0528407,9.0
20191003T0800,26.556099,0.0,86.0,1011.9,4.6938252,6.4799995
20191003T0900,27.966099,0.0,80.0,1012.4,3.9763298,6.12
20191003T1000,29.6061,0.0,70.0,1012.4,5.4119864,7.92
20191003T1100,30.7861,0.0,62.0,1012.0,7.968939,7.92
20191003T1200,31.6561,0.0,57.0,1011.5,8.891344,10.440001
20191003T1300,32.2961,0.0,54.0,1010.8,9.346143,8.28
20191003T1400,32.716103,0.0,50.0,1009.8,9.114471,10.440001
20191003T1500,32.786102,0.0,50.0,1009.0,9.0,9.36
20191003T1600,32.626102,0.0,50.0,1008.8,8.699793,6.4799995
20191003T1700,32.2461,0.0,52.0,1009.0,8.217153,6.8399997
20191003T1800,31.5261,0.0,54.0,1009.4,6.489992,6.12
20191003T1900,31.136099,0.0,56.0,1009.8,5.692099,4.32
20191003T2000,30.716099,0.0,58.0,1010.4,5.937272,6.12
20191003T2100,29.7861,0.0,64.0,1011.2,6.489992,6.8399997
20191003T2200,28.626099,0.0,72.0,1011.6,7.2359104,10.08
20191003T2300,27.8261,0.0,78.0,1011.4,6.830519,9.0
20191004T0000,27.4461,0.0,81.0,1011.4,6.193674,8.64
20191004T0100,27.046099,0.0,84.0,1011.3,6.297428,8.64
20191004T0200,26.886099,0.0,84.0,1010.8,6.489992,8.64
20191004T0300,26.6661,0.0,82.0,1010.3,6.5693827,8.64
20191004T0400,26.4261,0.0,80.0,1010.4,6.2145634,9.72
20191004T0500,26.056099,0.0,82.0,1011.2,5.7599998,12.959999
20191004T0600,25.6561,0.0,85.0,1011.8,5.4477882,11.5199995
20191004T0700,26.0661,0.0,85.0,1012.2,5.4119864,7.2
20191004T0800,27.2861,0.0,82.0,1012.5,8.12197,8.28
20191004T0900,28.9161,0.0,78.0,1012.9,7.10031,7.92
20191004T1000,30.056099,0.0,69.0,1012.8,6.28713,7.92
20191004T1100,30.9861,0.0,63.0,1012.2,6.8399997,7.92
20191004T1200,31.7761,0.0,58.0,1011.5,6.87779,9.0
20191004T1300,32.3461,0.0,55.0,1010.7,6.924738,6.4799995
20191004T1400,32.7261,0.0,52.0,1009.6,7.6367526,6.8399997
20191004T1500,32.806103,0.0,50.0,1008.8,7.69592,7.5599995
20191004T1600,32.5861,0.0,49.0,1008.6,7.2805495,11.879999
20191004T1700,31.976099,0.0,52.0,1008.9,10.853866,10.08
20191004T1800,31.216099,0.0,54.0,1009.5,7.9932976,8.64
20191004T1900,30.6161,0.0,58.0,1009.7,6.924738,10.08
20191004T2000,30.0161,0.0,61.0,1009.9,6.519877,9.36
20191004T2100,29.4361,0.0,64.0,1010.3,5.7599998,8.28
20191004T2200,28.8961,0.0,67.0,1010.6,5.506941,9.72
20191004T2300,28.4961,0.0,68.0,1010.6,4.0249224,7.2
20191005T0000,28.1561,0.0,70.0,1010.6,2.5455842,6.12
20191005T0100,27.9361,0.0,71.0,1010.5,2.968636,11.159999
20191005T0200,27.5961,0.0,71.0,1010.0,4.3349743,9.0
20191005T0300,27.0661,0.0,75.0,1009.5,5.0911684,9.0
20191005T0400,26.5961,0.0,78.0,1009.4,5.4477882,7.92
20191005T0500,26.226099,0.0,81.0,1010.1,5.0911684,6.8399997
20191005T0600,25.8461,0.0,84.0,1010.6,4.6938252,8.64
20191005T0700,26.206099,0.0,83.0,1010.9,3.6179552,5.04
20191005T0800,27.4861,0.0,78.0,1011.4,5.0142193,5.3999996
20191005T0900,29.1061,0.0,72.0,1011.7,3.8939953,4.32
20191005T1000,30.3461,0.0,62.0,1011.5,4.1046314,3.96
20191005T1100,31.296099,0.0,57.0,1010.9,5.00128,5.3999996
20191005T1200,31.966099,0.0,54.0,1010.3,5.6233797,6.8399997
20191005T1300,32.4961,0.0,51.0,1009.7,5.6002855,5.3999996
20191005T1400,32.716103,0.0,50.0,1009.0,5.692099,5.3999996
20191005T1500,31.9261,0.0,51.0,1008.3,5.1919937,6.12
20191005T1600,31.466099,0.0,52.0,1008.2,4.510787,4.68
20191005T1700,32.0461,0.4,47.0,1009.0,3.0758414,5.04
20191005T1800,31.4361,0.6,49.0,1009.5,1.8,5.04
20191005T1900,31.1561,0.0,47.0,1009.9,0.8049845,6.12
20191005T2000,30.706099,0.0,52.0,1010.4,3.6179552,2.52
20191005T2100,30.3661,0.0,53.0,1011.0,5.506941,4.32
20191005T2200,29.6161,0.0,58.0,1011.1,6.28713,6.8399997
20191005T2300,28.796099,0.0,63.0,1010.9,6.489992,8.28
20191006T0000,28.0961,0.0,66.0,1010.7,5.904439,9.72
20191006T0100,27.546099,0.0,69.0,1010.7,5.3517847,10.440001
20191006T0200,27.1661,0.0,71.0,1010.3,4.5536795,10.440001
20191006T0300,26.8661,0.0,73.0,1009.9,3.96,10.08
20191006T0400,26.5661,0.0,75.0,1009.8,3.8939953,10.08
20191006T0500,26.3561,0.0,76.0,1010.5,3.8939953,9.0
20191006T0600,26.0661,0.0,78.0,1011.0,4.6800003,10.440001
20191006T0700,26.3161,0.0,79.0,1011.4,4.2136917,7.5599995
20191006T0800,27.7561,0.0,77.0,1012.0,6.6185193,7.5599995
20191006T0900,29.206099,0.0,73.0,1012.4,7.8625183,5.7599998
20191006T1000,30.716099,0.0,62.0,1012.1,6.2145634,8.64
20191006T1100,31.4361,0.0,55.0,1011.3,4.68,6.12
20191006T1200,32.0661,0.0,51.0,1010.7,3.0758414,5.3999996
20191006T1300,32.4761,0.0,49.0,1010.0,2.3051248,4.68
20191006T1400,32.6361,0.0,49.0,1009.3,1.9386592,4.32
20191006T1500,32.5161,0.0,49.0,1008.7,0.8049845,3.96
20191006T1600,32.1361,0.0,50.0,1008.8,1.1384199,2.8799999
20191006T1700,32.1561,0.0,47.0,1008.9,3.6,10.440001
20191006T1800,31.4061,0.0,48.0,1009.7,4.73506,11.159999
20191006T1900,31.0161,0.0,50.0,1010.5,5.8048253,10.440001
20191006T2000,30.2461,0.0,54.0,1011.2,6.9899354,10.440001
20191006T2100,29.5261,0.0,58.0,1011.9,7.172949,9.0
20191006T2200,28.966099,0.0,60.0,1011.9,6.489992,8.28
20191006T2300,28.5961,0.0,60.0,1011.4,5.815978,7.2
20191007T0000,28.3461,0.0,60.0,1011.2,5.154415,6.4799995
20191007T0100,28.1061,0.0,60.0,1011.1,4.510787,5.7599998
20191007T0200,27.7561,0.0,61.0,1010.5,4.39436,5.7599998
20191007T0300,27.376099,0.0,63.0,1010.1,4.6938257,5.7599998
20191007T0400,26.966099,0.0,64.0,1010.2,5.0142193,6.8399997
20191007T0500,26.5261,0.0,67.0,1011.1,5.506941,8.28
20191007T0600,26.0161,0.0,69.0,1011.7,6.130579,10.440001
20191007T0700,26.226099,0.0,71.0,1012.4,5.7599998,6.8399997
20191007T0800,28.056099,0.0,65.0,1013.2,8.311245,7.5599995
20191007T0900,29.7861,0.0,59.0,1013.8,9.47012,8.28
20191007T1000,30.9361,0.0,54.0,1013.6,7.5942073,5.7599998
20191007T1100,31.8461,0.0,49.0,1012.8,6.28713,4.68
20191007T1200,32.5161,0.0,48.0,1012.0,7.072878,5.3999996
20191007T1300,33.0261,0.0,46.0,1011.3,7.8625183,6.8399997
20191007T1400,33.446102,0.0,43.0,1010.4,7.771331,6.8399997
20191007T1500,33.466103,0.0,43.0,1009.6,7.771331,7.2
20191007T1600,33.2461,0.0,44.0,1009.4,8.12197,7.92
20191007T1700,33.6361,0.0,41.0,1010.0,6.9247384,7.2
20191007T1800,32.8461,0.0,43.0,1010.7,5.0911684,5.3999996
20191007T1900,32.446102,0.0,45.0,1011.0,3.9763298,5.7599998
20191007T2000,31.8461,0.0,48.0,1011.5,3.8939953,4.32
20191007T2100,31.226099,0.0,51.0,1011.9,4.3498964,4.32
20191007T2200,30.5861,0.0,54.0,1011.9,4.6938252,5.04
20191007T2300,29.9461,0.0,56.0,1011.6,4.5536795,5.04
20191008T0000,29.3261,0.0,59.0,1011.5,4.072935,4.68
20191008T0100,28.7461,0.0,62.0,1011.4,3.671294,4.32
20191008T0200,28.1061,0.0,66.0,1011.1,4.2136917,6.8399997
20191008T0300,27.3361,0.0,70.0,1010.7,5.3517847,4.68
20191008T0400,26.7561,0.0,73.0,1010.7,6.28713,5.7599998
20191008T0500,26.4861,0.0,73.0,1011.4,6.924738,6.12
20191008T0600,26.216099,0.0,72.0,1012.1,6.489992,13.679999
20191008T0700,26.6461,0.0,72.0,1012.7,5.04,8.64
20191008T0800,28.4461,0.0,67.0,1013.1,7.2,14.759999
20191008T0900,30.5661,0.0,57.0,1013.2,8.287822,7.2
20191008T1000,32.1561,0.0,52.0,1012.9,7.2,7.5599995
20191008T1100,33.2561,0.0,46.0,1011.9,6.12,7.5599995
20191008T1200,34.0861,0.0,41.0,1011.1,6.924738,7.5599995
20191008T1300,34.6161,0.0,41.0,1010.3,6.849467,6.4799995
20191008T1400,34.7761,0.0,40.0,1009.6,6.4799995,5.7599998
20191008T1500,34.9161,0.0,37.0,1008.9,5.506941,4.68
20191008T1600,34.7261,0.0,38.0,1008.6,5.0142193,4.68
20191008T1700,33.856102,0.0,41.0,1009.1,5.6002855,6.12
20191008T1800,33.076103,0.0,44.0,1009.6,4.39436,5.7599998
20191008T1900,32.6861,0.0,46.0,1010.1,3.5455887,5.7599998
20191008T2000,32.2661,0.0,48.0,1010.4,3.319036,5.3999996
20191008T2100,31.8561,0.0,49.0,1010.9,3.2399998,5.3999996
20191008T2200,31.3661,0.0,51.0,1011.0,3.2599385,5.04
20191008T2300,30.8461,0.0,52.0,1010.6,2.52,3.96
20191009T0000,30.4161,0.0,54.0,1010.5,2.1897945,3.2399998
20191009T0100,29.9361,0.0,56.0,1010.5,1.08,2.16
20191009T0200,29.5661,0.0,57.0,1010.2,1.1384199,0.71999997
20191009T0300,29.0761,0.0,59.0,1009.8,2.52,1.08
20191009T0400,28.6861,0.0,60.0,1009.8,4.0249224,2.52
20191009T0500,28.3561,0.0,61.0,1010.5,5.315336,3.2399998
20191009T0600,27.7561,0.0,63.0,1011.1,6.297428,5.3999996
20191009T0700,27.5761,0.0,66.0,1011.4,6.193674,6.8399997
20191009T0800,29.3461,0.0,64.0,1011.8,2.4149535,3.2399998
20191009T0900,31.4461,0.0,54.0,1012.0,3.219938,3.6
20191009T1000,32.8861,0.0,48.0,1011.9,2.5959969,3.96
20191009T1100,33.606102,0.0,43.0,1011.1,6.1305785,6.12
20191009T1200,34.126102,0.0,41.0,1010.4,7.5942082,6.4799995
20191009T1300,34.4561,0.0,40.0,1009.6,8.089993,6.8399997
20191009T1400,34.6161,0.0,39.0,1008.9,8.089993,6.8399997
20191009T1500,34.5061,0.0,39.0,1008.1,7.729527,7.2
20191009T1600,34.2061,0.0,39.0,1008.0,7.4128532,7.2
20191009T1700,33.1361,0.0,45.0,1008.7,6.792466,9.0
20191009T1800,32.4761,0.0,47.0,1009.0,5.3999996,7.5599995
20191009T1900,31.9361,0.0,50.0,1009.2,4.6102495,7.2
20191009T2000,31.556099,0.0,51.0,1009.6,4.2136917,7.2
20191009T2100,31.2561,0.0,51.0,1010.1,4.3349743,7.5599995
20191009T2200,30.7761,0.0,53.0,1010.4,3.96,7.5599995
20191009T2300,30.3461,0.0,54.0,1010.1,3.6,7.2
20191010T0000,29.9161,0.0,56.0,1009.9,3.6,7.2
20191010T0100,29.4861,0.0,57.0,1009.7,3.8773184,6.8399997
20191010T0200,29.0061,0.0,58.0,1009.3,4.6102495,6.8399997
20191010T0300,28.5761,0.0,59.0,1009.0,5.8603754,6.4799995
20191010T0400,27.8361,0.0,62.0,1009.2,6.989936,7.2
20191010T0500,27.126099,0.0,66.0,1010.2,6.989936,7.92
20191010T0600,26.4961,0.0,69.0,1010.8,7.289445,9.0
20191010T0700,26.7561,0.0,69.0,1011.3,7.491114,9.0
20191010T0800,28.886099,0.0,65.0,1011.8,4.072935,6.4799995
20191010T0900,31.0961,0.0,55.0,1012.1,6.489992,7.5599995
20191010T1000,32.536102,0.0,49.0,1011.9,6.4096174,10.440001
20191010T1100,33.376102,0.0,44.0,1011.2,8.049845,10.799999
20191010T1200,33.9561,0.0,41.0,1010.6,8.0899935,7.92
20191010T1300,34.3461,0.0,40.0,1010.1,7.386582,7.5599995
20191010T1400,34.6761,0.0,37.0,1009.4,7.386582,7.2
20191010T1500,34.7061,0.0,36.0,1008.7,6.1305785,6.4799995
20191010T1600,34.486103,0.0,36.0,1008.5,5.3517847,4.68
20191010T1700,34.2961,0.0,35.0,1008.5,6.3690495,7.92
20191010T1800,33.4261,0.0,37.0,1009.0,5.3517847,6.12
20191010T1900,33.0161,0.0,38.0,1009.3,4.198285,7.2
20191010T2000,32.3861,0.0,41.0,1009.9,3.6179552,6.12
20191010T2100,31.8161,0.0,43.0,1010.4,3.4152596,5.3999996
20191010T2200,31.216099,0.0,45.0,1010.7,3.096837,4.32
20191010T2300,30.6161,0.0,47.0,1010.3,2.1897945,3.2399998
20191011T0000,29.9961,0.0,49.0,1010.1,1.0182338,1.8
20191011T0100,29.5061,0.0,51.0,1010.0,1.8,1.08
20191011T0200,28.8261,0.0,53.0,1009.8,3.6,2.52
20191011T0300,28.2561,0.0,55.0,1009.7,4.6102495,3.6
20191011T0400,27.7661,0.0,55.0,1009.7,5.8603754,3.96
20191011T0500,27.0161,0.0,57.0,1010.3,7.145796,5.3999996
20191011T0600,26.1561,0.0,60.0,1010.8,7.2,5.7599998
20191011T0700,26.0861,0.0,61.0,1011.3,7.10031,5.7599998
20191011T0800,27.9061,0.0,59.0,1011.9,3.219938,4.32
20191011T0900,30.7461,0.0,49.0,1012.3,3.2399998,3.6
20191011T1000,32.7461,0.0,42.0,1011.9,1.9386592,3.96
20191011T1100,33.9161,0.0,36.0,1010.8,2.0991426,8.64
20191011T1200,34.9761,0.0,30.0,1010.0,5.4833565,6.12
20191011T1300,35.556103,0.0,26.0,1009.3,7.4128532,6.8399997
20191011T1400,35.7461,0.0,26.0,1008.5,7.10031,9.0
20191011T1500,35.7061,0.0,27.0,1007.8,6.792466,8.64
20191011T1600,35.4061,0.0,27.0,1007.7,6.297428,11.159999
20191011T1700,34.4561,0.0,26.0,1008.0,7.653705,10.440001
20191011T1800,33.6561,0.0,28.0,1008.3,5.154415,7.92
20191011T1900,33.0161,0.0,30.0,1008.8,3.6179552,6.4799995
20191011T2000,32.446102,0.0,32.0,1009.5,3.319036,5.3999996
20191011T2100,31.8361,0.0,33.0,1010.1,4.0249224,5.3999996
20191011T2200,31.1161,0.0,35.0,1010.3,4.6938252,6.12
20191011T2300,30.2561,0.0,37.0,1009.9,4.1046314,6.8399997
20191012T0000,29.4261,0.0,40.0,1009.8,3.0758414,6.8399997
20191012T0100,28.9161,0.0,42.0,1009.7,1.4399999,5.3999996
20191012T0200,28.3361,0.0,44.0,1009.3,1.4399999,3.96
20191012T0300,27.7761,0.0,45.0,1009.0,3.7585104,3.2399998
20191012T0400,27.2661,0.0,47.0,1009.3,5.2416787,3.6
20191012T0500,26.796099,0.0,47.0,1010.2,7.072878,4.68
20191012T0600,25.876099,0.0,50.0,1010.9,8.12197,6.8399997
20191012T0700,25.386099,0.0,53.0,1011.5,8.473393,8.64
20191012T0800,27.0061,0.0,53.0,1012.3,4.896529,8.28
20191012T0900,29.9861,0.0,42.0,1012.8,7.5942073,8.64
20191012T1000,32.396103,0.0,37.0,1012.8,6.2145634,7.92
20191012T1100,34.0861,0.0,31.0,1012.1,4.73506,7.92
20191012T1200,35.1761,0.0,27.0,1011.5,6.130579,13.32
20191012T1300,35.7661,0.0,24.0,1010.8,9.007196,16.199999
20191012T1400,35.966103,0.0,23.0,1009.9,11.304229,16.56
20191012T1500,35.896103,0.0,23.0,1009.1,11.659777,17.64
20191012T1600,35.536102,0.0,23.0,1009.0,11.367109,17.28
20191012T1700,34.376102,0.0,26.0,1009.4,9.178235,15.119999
20191012T1800,33.4261,0.0,28.0,1009.9,6.489992,11.159999
20191012T1900,32.856102,0.0,30.0,1010.5,3.6179552,9.0
20191012T2000,32.326103,0.0,31.0,1011.3,3.4152596,8.64
20191012T2100,31.6961,0.0,32.0,1011.9,4.6800003,9.72
20191012T2200,30.9161,0.0,34.0,1012.1,4.896529,10.440001
20191012T2300,30.0661,0.0,36.0,1011.7,4.3349743,9.72
20191013T0000,29.296099,0.0,38.0,1011.4,4.5536795,9.0
20191013T0100,28.556099,0.0,39.0,1011.3,4.8965297,8.28
20191013T0200,27.886099,0.0,41.0,1010.9,6.1305785,7.2
20191013T0300,27.2561,0.0,42.0,1010.5,7.7043357,7.5599995
20191013T0400,26.4461,0.0,44.0,1010.6,7.928177,7.5599995
20191013T0500,25.7361,0.0,46.0,1011.5,8.404285,8.28
20191013T0600,25.0861,0.0,47.0,1012.0,8.209263,8.28
20191013T0700,24.9861,0.0,49.0,1012.6,8.287822,9.0
20191013T0800,26.7561,0.0,49.0,1013.3,5.1919937,8.28
20191013T0900,30.2461,0.0,39.0,1013.7,6.763786,7.2
20191013T1000,32.646103,0.0,34.0,1013.6,5.8048253,6.12
20191013T1100,34.2661,0.0,29.0,1012.8,4.8433046,8.28
20191013T1200,35.2061,0.0,26.0,1012.0,5.6002855,12.959999
20191013T1300,35.826103,0.0,25.0,1011.3,6.618519,15.119999
20191013T1400,36.1361,0.0,24.0,1010.4,7.653705,7.2
20191013T1500,36.1561,0.0,24.0,1009.5,8.707237,9.0
20191013T1600,35.876102,0.0,24.0,1009.4,8.854829,10.08
20191013T1700,34.7061,0.0,27.0,1010.3,6.9899354,10.799999
20191013T1800,33.966103,0.0,28.0,1010.7,4.6938252,7.2
20191013T1900,33.3361,0.0,31.0,1011.1,2.8799999,6.12
20191013T2000,33.0161,0.0,31.0,1011.8,1.609969,4.32
20191013T2100,32.626102,0.0,32.0,1012.5,1.1384199,2.52
20191013T2200,32.2461,0.0,32.0,1012.8,1.9386592,2.16
20191013T2300,31.5961,0.0,34.0,1012.5,3.0547013,3.2399998
20180930T0000,31.6461,0.0,32.0,1009.6,4.6102495,5.3999996
20180930T0100,30.7361,0.0,34.0,1009.6,4.3349743,4.68
20180930T0200,29.886099,0.0,36.0,1009.3,3.219938,4.32
20180930T0300,29.046099,0.0,38.0,1009.0,2.9024127,5.3999996
20180930T0400,28.296099,0.0,40.0,1009.2,3.6179552,7.5599995
20180930T0500,27.6461,0.0,42.0,1009.8,4.73506,10.440001
20180930T0600,27.0661,0.0,43.0,1010.2,6.2145634,16.56
20180930T0700,26.6861,0.0,47.0,1010.6,7.2805495,19.8
20180930T0800,28.9861,0.0,42.0,1011.2,6.379216,8.64
20180930T0900,31.1061,0.0,42.0,1011.5,11.792404,9.0
20180930T1000,33.3461,0.0,38.0,1011.4,10.137692,7.92
20180930T1100,35.3161,0.0,33.0,1010.7,7.4128532,6.8399997
20180930T1200,36.7061,0.0,26.0,1010.1,4.6102495,6.12
20180930T1300,37.446102,0.0,23.0,1009.4,1.9386592,4.32
20180930T1400,37.8161,0.0,22.0,1008.3,1.8,4.68
20180930T1500,37.9061,0.0,21.0,1007.4,1.4399999,9.72
20180930T1600,37.6561,0.0,21.0,1007.0,1.4399999,10.08
20180930T1700,37.1661,0.0,22.0,1007.3,3.2399998,5.3999996
20180930T1800,36.2761,0.0,22.0,1007.5,2.16,4.68
20180930T1900,35.826103,0.0,24.0,1007.7,1.835647,2.8799999
20180930T2000,35.3861,0.0,25.0,1008.2,1.4399999,2.52
20180930T2100,34.7961,0.0,26.0,1008.8,0.8049845,3.2399998
20180930T2200,34.1561,0.0,27.0,1009.1,1.1384199,3.96
20180930T2300,33.4261,0.0,29.0,1009.1,1.1384199,5.04
20181001T0000,32.5661,0.0,30.0,1009.1,1.1384199,6.4799995
20181001T0100,31.5661,0.0,33.0,1008.9,1.4399999,8.64
20181001T0200,30.4461,0.0,35.0,1008.4,2.16,11.5199995
20181001T0300,29.4061,0.0,38.0,1008.1,2.1897945,9.72
20181001T0400,28.5061,0.0,40.0,1008.4,2.4149535,10.799999
20181001T0500,27.7861,0.0,41.0,1009.1,2.5455842,15.119999
20181001T0600,27.2761,0.0,42.0,1009.6,3.8773184,16.56
20181001T0700,27.0661,0.0,45.0,1010.1,5.4119864,18.0
20181001T0800,29.1061,0.0,44.0,1010.8,3.96,6.8399997
20181001T0900,31.476099,0.0,41.0,1011.3,10.446206,7.2
20181001T1000,33.7261,0.0,37.0,1011.2,7.92,6.4799995
20181001T1100,35.736103,0.0,32.0,1010.4,4.73506,5.04
20181001T1200,37.1661,0.0,24.0,1009.7,1.9386592,3.2399998
20181001T1300,37.806103,0.0,21.0,1009.1,2.5455842,3.2399998
20181001T1400,38.0661,0.0,20.0,1008.1,2.16,2.52
20181001T1500,38.056103,0.0,20.0,1007.3,1.8,1.8
20181001T1600,37.786102,0.0,21.0,1007.1,1.4399999,1.4399999
20181001T1700,37.1861,0.0,23.0,1007.2,6.28713,7.2
20181001T1800,36.2661,0.0,24.0,1007.4,4.510787,4.32
20181001T1900,35.7461,0.0,25.0,1007.7,3.8268526,6.12
20181001T2000,35.0961,0.0,27.0,1008.2,4.072935,6.4799995
20181001T2100,34.3661,0.0,28.0,1008.7,4.198285,7.2
20181001T2200,33.536102,0.0,30.0,1008.9,4.802999,7.92
20181001T2300,32.6861,0.0,31.0,1008.9,5.0528407,7.92
20181002T0000,31.8461,0.0,33.0,1008.9,5.4477882,7.2
20181002T0100,30.966099,0.0,34.0,1008.9,5.6920996,6.8399997
20181002T0200,30.0861,0.0,36.0,1008.6,5.8048253,5.7599998
20181002T0300,29.2761,0.0,38.0,1008.4,5.692099,3.96
20181002T0400,28.5661,0.0,39.0,1008.7,5.6233797,2.52
20181002T0500,28.0161,0.0,40.0,1009.4,5.8603754,1.4399999
20181002T0600,27.2661,0.0,42.0,1009.8,6.618519,3.6
20181002T0700,27.2861,0.0,44.0,1010.3,7.386582,5.7599998
20181002T0800,29.3561,0.0,44.0,1011.0,4.3349743,7.2
20181002T0900,32.3861,0.0,38.0,1011.3,5.95906,7.5599995
20181002T1000,34.876102,0.0,32.0,1011.2,6.28713,8.28
20181002T1100,36.6361,0.0,28.0,1010.6,6.151683,9.0
20181002T1200,37.7461,0.0,26.0,1010.0,6.9899354,9.0
20181002T1300,38.286102,0.0,25.0,1009.3,7.289445,13.679999
20181002T1400,38.536102,0.0,25.0,1008.2,6.1305785,12.599999
20181002T1500,38.5261,0.0,25.0,1007.3,5.3999996,11.879999
20181002T1600,38.196102,0.0,26.0,1007.0,5.0142193,10.08
20181002T1700,37.2761,0.0,27.0,1007.9,3.2599385,10.08
20181002T1800,36.396103,0.0,29.0,1008.0,1.1384199,6.4799995
20181002T1900,36.0061,0.0,29.0,1008.1,0.8049845,1.4399999
20181002T2000,35.6161,0.0,30.0,1008.6,1.8,1.8
20181002T2100,35.0961,0.0,31.0,1009.0,2.9024127,2.16
20181002T2200,34.4761,0.0,32.0,1009.1,3.6,2.52
20181002T2300,33.7061,0.0,34.0,1008.9,4.072935,2.16
20181003T0000,32.8161,0.0,36.0,1008.8,4.39436,1.08
20181003T0100,31.9161,0.0,38.0,1008.8,4.0249224,1.08
20181003T0200,31.0761,0.0,41.0,1008.4,3.4152596,1.8
20181003T0300,30.3261,0.0,43.0,1008.1,3.7585104,0.71999997
20181003T0400,29.6061,0.0,44.0,1008.1,4.6938257,4.32
20181003T0500,28.796099,0.0,46.0,1008.7,5.991594,6.8399997
20181003T0600,27.7661,0.0,50.0,1009.1,6.193674,8.64
20181003T0700,27.7461,0.0,51.0,1009.7,5.6233797,9.36
20181003T0800,29.886099,0.0,50.0,1010.4,2.9024127,6.4799995
20181003T0900,32.646103,0.0,41.0,1010.8,6.12,6.8399997
20181003T1000,34.8661,0.0,35.0,1010.6,6.9247384,7.5599995
20181003T1100,36.5261,0.0,31.0,1009.7,5.6002855,5.7599998
20181003T1200,37.4261,0.0,28.0,1009.2,3.671294,10.440001
20181003T1300,37.9561,0.0,25.0,1008.6,2.9024127,11.5199995
20181003T1400,38.2061,0.0,25.0,1007.7,3.0758414,12.24
20181003T1500,38.236103,0.0,25.0,1006.9,3.096837,11.5199995
20181003T1600,37.896103,0.0,26.0,1006.5,3.096837,11.5199995
20181003T1700,36.1161,0.0,32.0,1007.6,5.771239,12.959999
20181003T1800,35.2761,0.0,33.0,1007.6,7.289444,13.679999
20181003T1900,34.3661,0.0,37.0,1007.8,8.217153,10.799999
20181003T2000,33.376102,0.0,41.0,1008.4,8.587338,13.32
20181003T2100,32.5461,0.0,44.0,1008.9,8.587338,14.4
20181003T2200,31.9161,0.0,46.0,1009.2,8.39657,14.4
20181003T2300,31.3561,0.0,48.0,1009.2,7.754637,14.759999
20181004T0000,30.8361,0.0,49.0,1009.3,7.342588,12.959999
