location,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad
lat,23.04292,23.04292,23.04292,23.04292,23.04292,23.04292
lon,72.54681,72.54681,72.54681,72.54681,72.54681,72.54681
asl,55.400,55.400,55.400,55.400,55.400,55.400
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Ahmedabad Temperature [2 m elevation corrected],Ahmedabad Precipitation Total,Ahmedabad Relative Humidity [2 m],Ahmedabad Mean Sea Level Pressure [MSL],Ahmedabad Wind Speed [10 m],Ahmedabad Wind Gust
20211013T1700,36.5261,0.0,28.0,1004.1,7.2,9.0
20211013T1800,35.3361,0.0,30.0,1004.8,5.5887027,7.92
20211013T1900,34.5261,0.0,32.0,1005.1,5.3517847,9.0
20211013T2000,33.6161,0.0,34.0,1005.7,6.297428,9.72
20211013T2100,32.306103,0.0,38.0,1006.4,7.8954163,8.28
20211013T2200,31.1661,0.0,39.0,1006.7,8.0899935,9.72
20211013T2300,29.9861,0.0,41.0,1006.5,8.161764,11.5199995
20200930T0000,28.4261,0.0,61.0,1006.7,7.928177,12.24
20200930T0100,27.8561,0.0,65.0,1006.5,7.928177,14.04
20200930T0200,27.3561,0.0,69.0,1005.9,7.2,14.4
20200930T0300,26.8361,0.0,73.0,1005.3,6.439876,13.32
20200930T0400,26.4261,0.0,75.0,1005.4,6.638072,10.440001
20200930T0500,26.216099,0.0,74.0,1006.4,7.5599995,7.92
20200930T0600,25.6661,0.0,79.0,1007.1,8.669949,18.359999
20200930T0700,25.9461,0.0,81.0,1007.8,9.885262,20.16
20200930T0800,27.4161,0.0,79.0,1008.4,14.336861,11.5199995
20200930T0900,29.0961,0.0,74.0,1008.9,14.565548,13.679999
20200930T1000,30.6661,0.0,65.0,1008.7,13.513193,11.159999
20200930T1100,31.9161,0.0,56.0,1007.9,12.181624,14.04
20200930T1200,32.8161,0.0,50.0,1007.2,10.464797,14.4
20200930T1300,33.396103,0.0,48.0,1006.5,9.693296,12.959999
20200930T1400,33.6761,0.0,46.0,1005.5,8.891344,11.879999
20200930T1500,33.786102,0.0,44.0,1004.6,7.5170207,10.799999
20200930T1600,33.5961,0.0,44.0,1004.4,6.725354,10.440001
20200930T1700,33.0161,0.0,46.0,1005.0,10.041354,10.440001
20200930T1800,32.2561,0.0,47.0,1005.8,8.350138,14.4
20200930T1900,31.8661,0.4,49.0,1006.2,7.5685663,11.879999
20200930T2000,31.3261,0.3,52.0,1006.8,7.771331,11.879999
20200930T2100,30.5661,0.0,55.0,1007.3,8.225035,11.5199995
20200930T2200,29.7861,0.0,58.0,1007.5,8.891343,13.679999
20200930T2300,29.056099,0.0,60.0,1007.1,9.220499,16.919998
20201001T0000,28.5061,0.0,61.0,1006.9,9.422101,14.04
20201001T0100,28.0161,0.0,63.0,1006.8,9.178235,15.119999
20201001T0200,27.386099,0.0,67.0,1006.3,8.707237,12.959999
20201001T0300,26.7561,0.0,71.0,1005.9,8.759178,11.879999
20201001T0400,26.2861,0.0,75.0,1006.0,9.531505,19.8
20201001T0500,25.7561,0.0,81.0,1006.7,9.449572,21.599998
20201001T0600,25.3961,0.0,85.0,1007.4,8.891344,22.319998
20201001T0700,26.0761,0.0,85.0,1008.1,9.83268,12.959999
20201001T0800,27.886099,0.0,79.0,1008.8,14.77755,14.04
20201001T0900,29.626099,0.0,68.0,1009.3,15.986593,18.359999
20201001T1000,31.376099,0.0,58.0,1009.1,15.683774,12.599999
20201001T1100,32.7261,0.0,52.0,1008.1,15.463246,11.879999
20201001T1200,33.896103,0.0,48.0,1007.3,13.779114,14.04
20201001T1300,34.7661,0.0,44.0,1006.5,11.659777,14.4
20201001T1400,35.0961,0.0,41.0,1005.7,11.5199995,13.679999
20201001T1500,35.1161,0.0,40.0,1004.8,11.525623,11.5199995
20201001T1600,34.9961,0.0,38.0,1004.4,11.159999,11.159999
20201001T1700,34.536102,0.0,38.0,1005.2,10.636766,10.440001
20201001T1800,33.7261,0.0,40.0,1005.7,8.311245,9.0
20201001T1900,33.0861,0.0,42.0,1006.1,7.5599995,10.440001
20201001T2000,32.3861,0.0,45.0,1006.7,8.089993,12.24
20201001T2100,31.5961,0.0,48.0,1007.3,8.39657,13.679999
20201001T2200,30.6861,0.0,52.0,1007.3,8.209263,13.679999
20201001T2300,29.716099,0.0,58.0,1006.7,8.209263,15.4800005
20201002T0000,28.8561,0.0,63.0,1006.3,7.7043357,16.919998
20201002T0100,28.0761,0.0,70.0,1006.2,7.289445,17.64
20201002T0200,27.3961,0.0,76.0,1005.9,7.172949,15.4800005
20201002T0300,27.0861,0.0,76.0,1005.7,7.2,10.440001
20201002T0400,26.9061,0.0,72.0,1005.8,8.557102,19.8
20201002T0500,26.306099,0.0,75.0,1006.4,8.225035,21.599998
20201002T0600,25.7661,0.0,80.0,1006.9,7.4128532,14.759999
20201002T0700,26.2861,0.0,82.0,1007.7,7.9036193,21.96
20201002T0800,28.056099,0.0,78.0,1008.6,13.896187,13.679999
20201002T0900,30.1661,0.0,64.0,1009.2,16.595179,18.0
20201002T1000,31.9861,0.0,55.0,1008.9,15.484185,11.159999
20201002T1100,33.5661,0.0,48.0,1007.9,15.807239,14.04
20201002T1200,34.8361,0.0,45.0,1007.0,14.33234,13.32
20201002T1300,35.856102,0.0,41.0,1006.4,14.007655,14.4
20201002T1400,36.4761,0.0,37.0,1005.6,13.0447235,14.04
20201002T1500,36.786102,0.0,32.0,1004.9,9.826088,12.24
20201002T1600,36.6861,0.0,29.0,1004.7,8.217153,11.879999
20201002T1700,36.0161,0.0,31.0,1005.0,8.557102,8.64
20201002T1800,34.9761,0.0,33.0,1005.2,8.557102,6.4799995
20201002T1900,34.0261,0.0,36.0,1005.7,8.4042845,13.32
20201002T2000,33.0961,0.0,40.0,1006.5,8.707238,14.4
20201002T2100,32.216103,0.0,42.0,1007.2,8.825508,14.759999
20201002T2200,31.4261,0.0,45.0,1007.4,8.473393,13.32
20201002T2300,30.5261,0.0,47.0,1007.0,9.346143,12.24
20201003T0000,29.4461,0.0,52.0,1006.8,10.137692,20.16
20201003T0100,28.2561,0.0,63.0,1006.7,10.365251,11.879999
20201003T0200,27.3561,0.0,70.0,1006.4,10.24578,21.96
20201003T0300,26.7561,0.0,74.0,1006.2,10.028439,22.68
20201003T0400,26.1861,0.0,79.0,1006.2,9.504273,16.56
20201003T0500,25.7761,0.0,83.0,1006.8,8.707237,15.84
20201003T0600,25.4461,0.0,86.0,1007.1,7.7043357,14.4
20201003T0700,26.0661,0.0,85.0,1007.7,7.145796,18.0
20201003T0800,28.0261,0.0,79.0,1008.5,11.720751,12.24
20201003T0900,29.976099,0.0,68.0,1009.0,12.496718,10.08
20201003T1000,31.956099,0.0,57.0,1009.1,11.200571,8.64
20201003T1100,33.7061,0.0,49.0,1008.3,11.212135,9.36
20201003T1200,35.0261,0.0,43.0,1007.6,9.504272,8.64
20201003T1300,36.0961,0.0,34.0,1006.8,6.0347,5.3999996
20201003T1400,36.5461,0.0,32.0,1005.9,5.8603754,7.2
20201003T1500,36.6361,0.0,31.0,1005.2,6.4799995,6.8399997
20201003T1600,36.5261,0.0,30.0,1005.0,7.5685663,9.36
20201003T1700,35.966103,0.0,29.0,1005.7,7.5685663,9.36
20201003T1800,35.0661,0.0,31.0,1006.1,6.130579,7.92
20201003T1900,34.6161,0.0,32.0,1006.4,4.379589,6.8399997
20201003T2000,33.946102,0.0,34.0,1007.0,4.0249224,6.8399997
20201003T2100,33.1661,0.0,36.0,1007.6,3.396233,7.2
20201003T2200,32.2961,0.0,39.0,1008.1,3.319036,8.64
20201003T2300,31.476099,0.0,42.0,1008.1,5.3999996,6.4799995
20201004T0000,30.5961,0.0,43.0,1008.3,7.9932976,13.32
20201004T0100,28.806099,0.0,54.0,1008.3,10.587917,17.64
20201004T0200,27.2761,0.0,66.0,1007.9,11.27553,19.8
20201004T0300,26.546099,0.0,73.0,1007.6,11.525623,17.64
20201004T0400,26.056099,0.0,79.0,1007.8,11.384199,21.599998
20201004T0500,25.796099,0.0,82.0,1008.5,10.464797,23.759998
20201004T0600,25.4861,0.0,84.0,1009.1,9.19939,17.64
20201004T0700,26.0361,0.0,81.0,1009.8,9.585739,16.199999
20201004T0800,27.6661,0.0,72.0,1010.5,15.629971,16.56
20201004T0900,29.386099,0.0,64.0,1011.1,14.4,11.5199995
20201004T1000,31.2361,0.0,55.0,1010.9,13.392774,11.159999
20201004T1100,33.0661,0.0,47.0,1009.9,13.584932,12.599999
20201004T1200,34.306103,0.0,43.0,1008.9,11.923557,9.72
20201004T1300,35.2661,0.0,34.0,1008.1,9.449572,8.28
20201004T1400,35.6861,0.0,33.0,1007.1,9.449572,9.72
20201004T1500,35.8461,0.0,31.0,1006.1,9.9571085,9.36
20201004T1600,35.6361,0.0,32.0,1005.9,10.538843,10.08
20201004T1700,35.3661,0.0,30.0,1006.4,8.39657,11.159999
20201004T1800,34.4261,0.0,32.0,1006.9,7.4128532,9.0
20201004T1900,33.7661,0.0,33.0,1007.3,6.830519,10.08
20201004T2000,33.0961,0.0,34.0,1007.7,7.2359104,10.799999
20201004T2100,32.326103,0.0,34.0,1008.3,7.92,9.36
20201004T2200,31.5761,0.0,35.0,1008.6,7.92,9.36
20201004T2300,30.7661,0.0,37.0,1008.4,7.5942073,10.08
20201005T0000,29.976099,0.0,40.0,1008.2,7.69592,12.24
20201005T0100,28.956099,0.0,43.0,1008.2,8.669949,10.799999
20201005T0200,27.6661,0.0,53.0,1007.8,9.746631,19.08
20201005T0300,26.206099,0.0,68.0,1007.5,10.829959,21.96
20201005T0400,25.3361,0.0,79.0,1007.5,10.495713,13.679999
20201005T0500,24.966099,0.0,87.0,1008.3,9.83268,16.56
20201005T0600,24.7661,0.0,91.0,1008.9,9.339208,15.4800005
20201005T0700,25.206099,0.0,91.0,1009.6,8.891343,14.759999
20201005T0800,26.556099,0.0,85.0,1010.3,12.599998,13.679999
20201005T0900,28.5361,0.0,72.0,1010.8,14.291592,11.159999
20201005T1000,30.5661,0.0,63.0,1010.6,12.819235,9.36
20201005T1100,32.5461,0.0,53.0,1009.6,13.896187,12.599999
20201005T1200,34.2261,0.0,45.0,1008.6,14.277983,10.799999
20201005T1300,35.2561,0.0,38.0,1007.7,14.336861,18.72
20201005T1400,35.946102,0.0,31.0,1006.6,9.504273,11.5199995
20201005T1500,36.1761,0.0,28.0,1005.9,6.28713,12.24
20201005T1600,35.946102,0.0,28.0,1005.5,6.9527545,12.599999
20201005T1700,35.2761,0.0,33.0,1006.1,7.9036193,10.08
20201005T1800,34.446102,0.0,35.0,1006.5,7.172949,8.28
20201005T1900,33.856102,0.0,37.0,1006.8,6.849467,9.36
20201005T2000,33.2261,0.0,39.0,1007.1,7.5599995,8.64
20201005T2100,32.3161,0.0,41.0,1007.6,8.287822,10.08
20201005T2200,31.226099,0.0,43.0,1007.7,9.3876505,12.24
20201005T2300,30.226099,0.0,45.0,1007.5,10.105681,11.5199995
20201006T0000,29.476099,0.0,46.0,1007.4,9.746631,12.599999
20201006T0100,28.8361,0.0,46.0,1007.3,9.72,13.32
20201006T0200,27.716099,0.0,52.0,1006.9,10.239453,12.959999
20201006T0300,26.4161,0.0,66.0,1006.6,10.464797,12.599999
20201006T0400,25.7361,0.0,75.0,1006.7,9.885262,12.24
20201006T0500,25.4461,0.0,81.0,1007.6,8.669949,10.799999
20201006T0600,25.206099,0.0,85.0,1008.3,7.9932966,11.5199995
20201006T0700,25.9061,0.0,83.0,1009.0,8.373386,9.72
20201006T0800,27.3561,0.0,79.0,1009.9,16.516901,14.04
20201006T0900,29.1561,0.0,66.0,1010.5,15.978484,13.679999
20201006T1000,31.0061,0.0,60.0,1010.4,13.854155,11.879999
20201006T1100,33.0861,0.0,51.0,1009.4,14.336861,12.24
20201006T1200,34.7461,0.0,43.0,1008.6,13.584932,14.04
20201006T1300,36.036102,0.0,38.0,1007.8,11.384198,12.959999
20201006T1400,36.9761,0.0,30.0,1006.7,6.696387,8.28
20201006T1500,37.326103,0.0,24.0,1005.8,4.510787,4.68
20201006T1600,37.1561,0.0,24.0,1005.5,4.8965297,7.5599995
20201006T1700,36.2961,0.0,26.0,1005.6,4.802999,6.4799995
20201006T1800,35.4761,0.0,28.0,1006.0,4.1046314,2.52
20201006T1900,35.1361,0.0,28.0,1006.4,5.8048253,4.68
20201006T2000,34.2261,0.0,31.0,1006.9,7.92,6.8399997
20201006T2100,32.4561,0.0,37.0,1007.6,10.105681,11.879999
20201006T2200,30.706099,0.0,45.0,1007.8,10.931203,14.4
20201006T2300,29.626099,0.0,49.0,1007.6,10.086427,10.440001
20201007T0000,28.9061,0.0,51.0,1007.5,9.0,17.28
20201007T0100,28.2561,0.0,53.0,1007.6,7.8954163,18.72
20201007T0200,27.5761,0.0,56.0,1007.5,7.628263,14.4
20201007T0300,27.0961,0.0,57.0,1007.5,7.5685663,15.84
20201007T0400,26.6661,0.0,58.0,1007.7,7.4128532,12.24
20201007T0500,26.2661,0.0,59.0,1008.5,7.10031,17.28
20201007T0600,25.7761,0.0,60.0,1009.1,7.5942082,18.359999
20201007T0700,26.3261,0.0,59.0,1010.0,8.217153,18.72
20201007T0800,28.3161,0.0,54.0,1011.0,11.27553,21.24
20201007T0900,30.556099,0.0,44.0,1011.6,16.454008,20.880001
20201007T1000,32.7461,0.0,37.0,1011.5,15.463244,15.4800005
20201007T1100,34.5261,0.0,33.0,1010.4,16.327497,14.4
20201007T1200,35.896103,0.0,30.0,1009.3,14.934577,14.04
20201007T1300,36.9561,0.0,27.0,1008.5,12.144331,13.679999
20201007T1400,37.5461,0.0,23.0,1007.6,9.0,7.5599995
20201007T1500,37.646103,0.0,22.0,1006.8,8.28,8.64
20201007T1600,37.446102,0.0,22.0,1006.3,8.287822,7.2
20201007T1700,36.946102,0.0,21.0,1006.8,3.9763298,6.12
20201007T1800,36.236103,0.0,22.0,1007.2,3.7064266,5.04
20201007T1900,35.5661,0.0,24.0,1007.5,4.8965297,7.2
20201007T2000,34.9261,0.0,25.0,1007.9,6.151683,10.440001
20201007T2100,33.696102,0.0,29.0,1008.4,7.8625183,9.72
20201007T2200,31.976099,0.0,34.0,1008.5,9.021574,10.440001
20201007T2300,30.4261,0.0,38.0,1008.4,11.019764,24.119999
20201008T0000,29.376099,0.0,39.0,1008.3,11.298495,24.119999
20201008T0100,28.3461,0.0,41.0,1008.3,10.703569,19.44
20201008T0200,27.5061,0.0,43.0,1007.8,10.483357,26.28
20201008T0300,26.8561,0.0,45.0,1007.4,10.587917,21.96
20201008T0400,26.2361,0.0,48.0,1007.5,10.365251,22.319998
20201008T0500,25.7761,0.0,50.0,1008.2,10.365251,23.4
20201008T0600,25.296099,0.0,53.0,1008.7,10.587917,25.199999
20201008T0700,25.8961,0.0,52.0,1009.3,11.620809,26.64
20201008T0800,28.2861,0.0,46.0,1010.1,11.720751,27.0
20201008T0900,30.796099,0.0,39.0,1010.7,15.517629,18.72
20201008T1000,33.216103,0.0,33.0,1010.3,14.77755,17.64
20201008T1100,35.326103,0.0,29.0,1009.2,14.440443,16.56
20201008T1200,36.9761,0.0,25.0,1008.3,11.901798,14.759999
20201008T1300,38.1161,0.0,21.0,1007.5,8.557102,8.64
20201008T1400,38.6661,0.0,18.0,1006.6,6.8777895,9.0
20201008T1500,38.716103,0.0,17.0,1005.7,5.904439,8.28
20201008T1600,38.4561,0.0,17.0,1005.4,5.0911684,7.92
20201008T1700,37.0161,0.0,21.0,1006.0,5.6920996,12.24
20201008T1800,36.326103,0.0,22.0,1006.3,4.3349743,9.72
20201008T1900,35.5961,0.0,24.0,1006.7,4.1046314,6.12
20201008T2000,34.8861,0.0,25.0,1007.3,4.198285,6.4799995
20201008T2100,34.0061,0.0,27.0,1007.9,4.6938257,7.5599995
20201008T2200,32.9361,0.0,29.0,1008.2,5.00128,9.36
20201008T2300,31.8461,0.0,32.0,1007.8,7.10031,12.599999
20201009T0000,30.3461,0.0,36.0,1007.8,8.049845,8.28
20201009T0100,29.4861,0.0,37.0,1007.9,8.766573,11.879999
20201009T0200,28.806099,0.0,36.0,1007.7,9.885262,10.799999
20201009T0300,27.636099,0.0,38.0,1007.4,10.182337,11.5199995
20201009T0400,26.6061,0.0,42.0,1007.3,10.1376915,13.32
20201009T0500,25.886099,0.0,45.0,1007.8,10.105681,14.04
20201009T0600,25.2761,0.0,47.0,1008.2,9.726665,14.759999
20201009T0700,25.546099,0.0,47.0,1009.0,9.746631,13.32
20201009T0800,28.376099,0.0,42.0,1010.0,7.92,13.32
20201009T0900,31.6161,0.0,35.0,1010.7,13.556282,18.359999
20201009T1000,34.2461,0.0,31.0,1010.4,15.192682,17.28
20201009T1100,36.4261,0.0,26.0,1009.3,15.281989,16.199999
20201009T1200,37.8661,0.0,20.0,1008.4,13.363711,12.599999
20201009T1300,38.576103,0.0,17.0,1007.7,10.691453,10.08
20201009T1400,38.856102,0.0,17.0,1006.9,8.913181,9.0
20201009T1500,38.8661,0.0,17.0,1006.1,7.491114,8.64
20201009T1600,38.5961,0.0,18.0,1005.7,6.439876,6.12
20201009T1700,37.196102,0.0,20.0,1006.1,5.3999996,8.28
20201009T1800,36.4561,0.0,21.0,1006.4,3.7585104,6.4799995
20201009T1900,35.8661,0.0,22.0,1006.9,3.2399998,5.04
20201009T2000,35.3461,0.0,23.0,1007.6,3.2599385,4.32
20201009T2100,34.6561,0.0,24.0,1008.3,3.671294,4.68
20201009T2200,33.716103,0.0,26.0,1008.3,4.0249224,5.7599998
20201009T2300,32.6361,0.0,28.0,1007.9,5.2416787,7.5599995
20201010T0000,31.6461,0.0,30.0,1007.7,7.072878,9.72
20201010T0100,30.376099,0.0,33.0,1007.7,9.0,13.679999
20201010T0200,29.2861,0.0,35.0,1007.5,9.605998,12.599999
20201010T0300,28.5861,0.0,34.0,1007.2,10.182337,12.24
20201010T0400,27.8261,0.0,35.0,1007.1,10.446206,11.159999
20201010T0500,27.1461,0.0,37.0,1007.4,10.08,11.159999
20201010T0600,26.4961,0.0,39.0,1007.7,9.72,10.440001
20201010T0700,26.7861,0.0,40.0,1008.4,9.746631,10.440001
20201010T0800,29.2861,0.0,37.0,1009.2,7.9526596,9.72
20201010T0900,31.796099,0.0,34.0,1009.6,14.759999,14.759999
20201010T1000,34.1361,0.0,31.0,1009.1,14.404499,17.64
20201010T1100,36.2661,0.0,27.0,1007.9,12.24,13.32
20201010T1200,37.8461,0.0,22.0,1006.9,8.473393,12.959999
20201010T1300,38.7461,0.0,18.0,1006.2,8.39657,7.92
20201010T1400,39.1361,0.0,16.0,1005.5,8.714677,9.36
20201010T1500,39.146103,0.0,16.0,1004.7,7.5942082,9.36
20201010T1600,38.876102,0.0,17.0,1004.3,6.6185193,6.8399997
20201010T1700,37.8861,0.0,19.0,1004.8,6.2145634,7.5599995
20201010T1800,37.076103,0.0,20.0,1005.2,4.0249224,5.7599998
20201010T1900,36.4961,0.0,21.0,1005.5,4.072935,5.3999996
20201010T2000,35.856102,0.0,22.0,1005.9,4.6800003,6.4799995
20201010T2100,35.0461,0.0,24.0,1006.5,5.506941,8.28
20201010T2200,34.0461,0.0,25.0,1006.6,6.2145634,10.440001
20201010T2300,32.716103,0.0,29.0,1006.3,7.628263,11.879999
20201011T0000,30.9961,0.0,34.0,1006.3,8.78872,13.32
20201011T0100,29.976099,0.0,35.0,1006.1,10.514218,18.359999
20201011T0200,29.2361,0.0,33.0,1005.7,11.792404,17.28
20201011T0300,28.2561,0.0,34.0,1005.3,11.753877,16.199999
20201011T0400,27.3961,0.0,37.0,1005.3,11.165805,25.56
20201011T0500,26.4861,0.0,40.0,1005.8,9.6932955,28.08
20201011T0600,25.6961,0.0,43.0,1006.2,8.473393,28.44
20201011T0700,26.0261,0.0,45.0,1006.7,7.771331,9.72
20201011T0800,28.2861,0.0,44.0,1007.5,6.0347,14.759999
20201011T0900,30.6161,0.0,41.0,1008.0,11.620809,15.4800005
20201011T1000,33.1761,0.0,37.0,1007.6,8.209263,11.159999
20201011T1100,35.736103,0.0,30.0,1006.1,6.8399997,9.0
20201011T1200,37.7561,0.0,23.0,1005.1,4.8965297,7.2
20201011T1300,38.896103,0.0,20.0,1004.3,5.634891,6.4799995
20201011T1400,39.376102,0.0,18.0,1003.4,5.495161,6.4799995
20201011T1500,39.4261,0.0,17.0,1002.5,4.8433046,5.7599998
20201011T1600,39.1561,0.0,17.0,1002.1,4.198285,5.3999996
20201011T1700,37.5461,0.0,20.0,1002.8,4.072935,7.92
20201011T1800,36.7461,0.0,21.0,1003.2,1.609969,6.12
20201011T1900,36.446102,0.0,22.0,1003.7,1.1384199,1.8
20201011T2000,35.8861,0.0,22.0,1004.4,2.9024127,2.52
20201011T2100,35.2961,0.0,23.0,1005.0,3.8773184,3.96
20201011T2200,34.4961,0.0,25.0,1005.0,4.3349743,5.7599998
20201011T2300,33.576103,0.0,27.0,1004.4,4.802999,8.64
20201012T0000,32.6361,0.0,29.0,1004.0,5.0911684,10.08
20201012T0100,31.796099,0.0,31.0,1003.7,5.8048253,14.4
20201012T0200,30.9361,0.0,33.0,1003.2,6.618519,9.72
20201012T0300,30.306099,0.0,34.0,1002.8,7.653705,9.0
20201012T0400,29.1961,0.0,39.0,1002.8,7.9932966,9.0
20201012T0500,27.8561,0.0,46.0,1003.6,6.12,8.28
20201012T0600,26.8261,0.0,51.0,1004.3,3.6,17.64
20201012T0700,26.6661,0.0,53.0,1004.9,3.096837,16.919998
20201012T0800,28.6761,0.0,50.0,1005.5,2.5455842,15.4800005
20201012T0900,32.106102,0.0,37.0,1006.0,2.9024127,6.8399997
20201012T1000,34.626102,0.0,30.0,1005.7,6.2145634,7.5599995
20201012T1100,36.5161,0.0,25.0,1004.6,5.0528407,6.8399997
20201012T1200,37.876102,0.0,22.0,1003.5,3.6,5.04
20201012T1300,38.7561,0.0,20.0,1002.6,3.319036,4.68
20201012T1400,39.1861,0.0,19.0,1001.8,3.2399998,5.04
20201012T1500,39.2261,0.0,18.0,1000.9,2.8799999,4.68
20201012T1600,38.9761,0.0,18.0,1000.7,2.6208394,4.68
20201012T1700,37.806103,0.0,17.0,1001.4,5.2416787,5.04
20201012T1800,37.0261,0.0,18.0,1002.0,2.8799999,4.68
20201012T1900,36.5961,0.0,19.0,1002.2,2.5455842,3.6
20201012T2000,36.0061,0.0,19.0,1002.6,3.5455887,5.04
20201012T2100,35.2461,0.0,20.0,1003.0,4.5536795,8.28
20201012T2200,34.2461,0.0,22.0,1003.2,4.896529,9.36
20201012T2300,33.106102,0.0,25.0,1002.9,5.0142193,7.5599995
20201013T0000,32.0861,0.0,27.0,1002.8,4.510787,8.64
20201013T0100,31.206099,0.0,29.0,1002.7,4.5820518,10.440001
20201013T0200,30.2861,0.0,32.0,1002.4,5.00128,12.959999
20201013T0300,29.3961,0.0,34.0,1002.1,5.95906,10.799999
20201013T0400,28.1561,0.0,39.0,1002.1,6.830519,12.959999
20201013T0500,27.0161,0.0,44.0,1002.7,6.519877,25.199999
20201013T0600,26.126099,0.0,49.0,1003.2,6.519877,24.48
20201013T0700,26.306099,0.0,50.0,1004.0,6.193674,19.08
20201013T0800,28.376099,0.0,46.0,1004.7,3.396233,17.28
20201013T0900,31.7561,0.0,32.0,1005.3,7.289444,10.799999
20201013T1000,34.696102,0.0,24.0,1005.1,8.714677,10.440001
20201013T1100,36.8461,0.0,19.0,1004.2,9.565437,10.799999
20201013T1200,38.196102,0.0,17.0,1003.3,6.9247384,8.28
20201013T1300,39.0261,0.0,16.0,1002.5,4.3349743,6.4799995
20201013T1400,39.4161,0.0,16.0,1001.7,3.319036,3.96
20201013T1500,39.4561,0.0,16.0,1000.9,2.8116899,3.2399998
20201013T1600,39.2061,0.0,16.0,1000.8,2.5959969,3.6
20201013T1700,37.7561,0.0,16.0,1001.4,6.0347,9.72
20201013T1800,37.0961,0.0,17.0,1002.0,5.7599998,9.0
20201013T1900,36.3661,0.0,18.0,1002.6,5.0911684,7.92
20201013T2000,35.7461,0.0,19.0,1003.0,4.896529,7.5599995
20201013T2100,35.076103,0.0,19.0,1003.5,5.3517847,7.92
20201013T2200,34.236103,0.0,20.0,1003.6,5.937272,8.28
20201013T2300,33.236103,0.0,22.0,1003.4,6.519877,9.0
20190930T0000,24.5661,2.9,95.0,1009.6,24.842607,31.319998
20190930T0100,24.6761,1.6,95.0,1009.8,23.377836,32.399998
20190930T0200,24.636099,0.4,95.0,1009.4,21.749481,29.519999
20190930T0300,24.5361,0.1,95.0,1008.9,19.770523,27.0
20190930T0400,24.476099,0.0,95.0,1008.7,18.228943,25.199999
20190930T0500,24.456099,0.2,95.0,1009.4,18.175545,22.319998
20190930T0600,24.4161,0.2,95.0,1009.8,17.651016,21.24
20190930T0700,24.4861,0.3,95.0,1010.4,17.298738,21.24
20190930T0800,24.6961,0.7,94.0,1011.1,17.462784,21.24
20190930T0900,24.7461,1.2,94.0,1011.6,17.373497,20.16
20190930T1000,24.7661,1.9,95.0,1011.7,16.808569,19.8
20190930T1100,24.7561,1.6,95.0,1011.2,14.578888,16.919998
20190930T1200,24.8961,0.7,94.0,1010.9,12.55879,14.4
20190930T1300,25.1561,0.4,94.0,1010.4,11.808878,12.959999
20190930T1400,25.5061,0.1,93.0,1009.7,13.004922,15.119999
20190930T1500,25.1561,0.1,93.0,1009.0,13.324863,16.56
20190930T1600,25.3561,0.1,93.0,1008.9,12.229406,14.04
20190930T1700,25.0761,2.2,92.0,1005.5,25.60053,33.48
20190930T1800,24.976099,2.2,93.0,1005.8,27.0024,34.56
20190930T1900,24.7561,2.7,95.0,1006.1,27.36947,34.56
20190930T2000,24.7561,2.4,95.0,1006.6,26.932714,32.399998
20190930T2100,24.7861,2.2,95.0,1007.0,26.208395,31.319998
20190930T2200,24.7661,2.1,96.0,1007.3,25.44566,33.839996
20190930T2300,24.7361,1.9,96.0,1007.1,24.863466,32.760002
20191001T0000,24.6961,1.9,96.0,1007.1,23.708124,34.92
20191001T0100,24.6861,1.8,96.0,1007.2,23.233252,34.2
20191001T0200,24.6461,1.8,96.0,1006.8,22.9724,30.960001
20191001T0300,24.6161,1.8,96.0,1006.5,22.862123,32.399998
20191001T0400,24.5961,1.7,96.0,1006.6,23.006226,26.64
20191001T0500,24.6161,0.9,95.0,1007.4,23.000591,33.48
20191001T0600,24.6161,0.3,94.0,1007.9,23.587555,27.0
20191001T0700,24.7461,0.0,94.0,1008.6,22.702845,32.399998
20191001T0800,25.1761,0.0,94.0,1009.4,22.180206,26.64
20191001T0900,25.476099,0.0,92.0,1010.5,23.023119,34.56
20191001T1000,25.206099,0.1,93.0,1010.8,21.758419,31.319998
20191001T1100,25.1961,0.7,93.0,1010.3,20.291357,30.599998
20191001T1200,25.2461,0.8,93.0,1010.0,20.140705,30.239998
20191001T1300,25.4261,0.4,92.0,1009.6,19.022177,29.16
20191001T1400,25.6961,0.1,90.0,1008.9,17.399586,26.64
20191001T1500,26.126099,0.0,87.0,1008.3,15.137133,21.24
20191001T1600,26.4361,0.0,84.0,1008.1,12.904882,18.0
20191001T1700,30.806099,0.0,63.0,1007.6,14.764389,15.4800005
20191001T1800,30.1061,0.0,64.0,1008.3,12.245294,12.959999
20191001T1900,29.8161,0.8,65.0,1008.9,8.311245,12.599999
20191001T2000,29.7661,0.0,66.0,1009.6,5.0911684,6.4799995
20191001T2100,29.456099,0.0,67.0,1010.1,7.172949,13.32
20191001T2200,28.3161,0.0,75.0,1010.4,8.905908,11.159999
